family,offered_load,cascade_threshold,cascade_dwell_ticks,algorithm,cascade_depth,pdr,pdr_critical,total_links
scale_free,0.9,0.85,40,orbit,107.5,0.25213371320278,0.4624446022468277,232.0
scale_free,0.9,0.85,40,spf-reconverge,109.5,0.2730172385858355,0.5546275065857358,232.0
scale_free,0.9,0.85,40,spf-static,48.5,0.2067404521623972,0.2957534090253484,232.0
scale_free,0.9,0.9,1,cspf,118.0,0.037979918807306584,0.03440308896353987,232.0
scale_free,0.9,0.9,1,ecmp,118.0,0.04360363037427708,0.03720595269506949,232.0
scale_free,0.9,0.9,1,orbit,118.5,0.038802960273423934,0.042046191149881576,232.0
scale_free,0.9,0.9,1,spf-reconverge,124.0,0.033750548972566456,0.038548466028695993,232.0
scale_free,0.9,0.9,1,spf-static,49.0,0.10790285859674972,0.10575620740342755,232.0
scale_free,0.9,0.9,3,cspf,118.0,0.049055222337274135,0.05323997719150041,232.0
scale_free,0.9,0.9,3,ecmp,113.0,0.05638554970483654,0.060714229775217794,232.0
scale_free,0.9,0.9,3,orbit,118.5,0.049527523528327524,0.06345322997196004,232.0
scale_free,0.9,0.9,3,spf-reconverge,124.0,0.04695774919031141,0.06225136001755241,232.0
scale_free,0.9,0.9,3,spf-static,49.0,0.11329114112073402,0.11661577168904738,232.0
scale_free,0.9,0.9,5,cspf,118.0,0.0601305258672417,0.07207686541946053,232.0
scale_free,0.9,0.9,5,ecmp,113.0,0.06973074432070268,0.08513009065200139,232.0
scale_free,0.9,0.9,5,orbit,118.5,0.05938802018523602,0.08452069912070491,232.0
scale_free,0.9,0.9,5,spf-reconverge,124.0,0.05957066564631066,0.0864925249634897,232.0
scale_free,0.9,0.9,5,spf-static,49.0,0.11863764606641945,0.1274753359746672,232.0
scale_free,0.9,0.9,10,cspf,116.5,0.09053243141700035,0.11837574429608189,232.0
scale_free,0.9,0.9,10,ecmp,112.0,0.10403623001573031,0.15255258365261815,232.0
scale_free,0.9,0.9,10,orbit,116.5,0.08381542808365369,0.1381384211487255,232.0
scale_free,0.9,0.9,10,spf-reconverge,124.0,0.09083378096279973,0.14942370082459583,232.0
scale_free,0.9,0.9,10,spf-static,49.0,0.131758134500883,0.15462424668871683,232.0
scale_free,0.9,0.9,20,cspf,117.5,0.14382977445687273,0.22797821916760952,232.0
scale_free,0.9,0.9,20,ecmp,110.0,0.16559436436582187,0.27664572221312234,232.0
scale_free,0.9,0.9,20,orbit,117.5,0.13591657624668108,0.23957775589965555,232.0
scale_free,0.9,0.9,20,spf-reconverge,124.0,0.15442140166114143,0.28205947222495,232.0
scale_free,0.9,0.9,20,spf-static,49.0,0.15812644193465017,0.20804228862584423,232.0
scale_free,0.9,0.9,40,cspf,95.0,0.29802732619244077,0.49672244146260985,232.0
scale_free,0.9,0.9,40,ecmp,100.0,0.29377604382675204,0.5305293826196091,232.0
scale_free,0.9,0.9,40,orbit,100.0,0.2756476913501884,0.5228459428558747,232.0
scale_free,0.9,0.9,40,spf-reconverge,100.5,0.289460453341368,0.5670887449734515,232.0
scale_free,0.9,0.9,40,spf-static,45.5,0.2188734889213414,0.30065693214884703,232.0
scale_free,0.9,0.95,1,cspf,113.0,0.043627298793964944,0.045702880323821894,232.0
scale_free,0.9,0.95,1,ecmp,114.0,0.044254829510447,0.038229895585742635,232.0
scale_free,0.9,0.95,1,orbit,108.5,0.04506510365193805,0.04785972065404813,232.0
scale_free,0.9,0.95,1,spf-reconverge,120.0,0.042059853991389895,0.04317320857923063,232.0
scale_free,0.9,0.95,1,spf-static,47.0,0.11888495900868462,0.11423586276935216,232.0
scale_free,0.9,0.95,3,cspf,113.0,0.0556622203778428,0.06635237566107732,232.0
scale_free,0.9,0.95,3,ecmp,107.5,0.07029069268838324,0.06676131081235248,232.0
scale_free,0.9,0.95,3,orbit,108.5,0.05596301290192894,0.0718295790950903,232.0
scale_free,0.9,0.95,3,spf-reconverge,120.0,0.05464296360400614,0.06760442509585592,232.0
scale_free,0.9,0.95,3,spf-static,47.0,0.1242157773031308,0.1248398085469179,232.0
scale_free,0.9,0.95,5,cspf,113.0,0.06719457198730316,0.08700187099833306,232.0
scale_free,0.9,0.95,5,ecmp,108.0,0.08244128513208593,0.0950966421865159,232.0
scale_free,0.9,0.95,5,orbit,108.5,0.0672347643033008,0.09682199532506815,232.0
scale_free,0.9,0.95,5,spf-reconverge,120.0,0.06690122224690717,0.09203564161248157,232.0
scale_free,0.9,0.95,5,spf-static,47.0,0.12954659559757703,0.13544375432448363,232.0
scale_free,0.9,0.95,10,cspf,113.0,0.10287524253395813,0.142679730839331,232.0
scale_free,0.9,0.95,10,ecmp,107.5,0.11358296723605862,0.162413126603989,232.0
scale_free,0.9,0.95,10,orbit,106.0,0.09739085505561407,0.15549817429326068,232.0
scale_free,0.9,0.95,10,spf-reconverge,120.0,0.10092718491768629,0.1587320789954008,232.0
scale_free,0.9,0.95,10,spf-static,47.0,0.14320081218134806,0.16195361876839764,232.0
scale_free,0.9,0.95,20,cspf,112.5,0.1540675219675627,0.2449730237791547,232.0
scale_free,0.9,0.95,20,ecmp,108.0,0.17939062683805446,0.29028248252392874,232.0
scale_free,0.9,0.95,20,orbit,108.0,0.14956352677650897,0.26337567212848106,232.0
scale_free,0.9,0.95,20,spf-reconverge,120.0,0.16329307865194886,0.2929557966387329,232.0
scale_free,0.9,0.95,20,spf-static,47.0,0.16897395828650888,0.2149733476562261,232.0
scale_free,0.9,0.95,40,cspf,91.0,0.31392868542020425,0.5316339907961087,232.0
scale_free,0.9,0.95,40,ecmp,93.0,0.3057729735577,0.5645636372426286,232.0
scale_free,0.9,0.95,40,orbit,88.5,0.3024311116708349,0.5708198222822221,232.0
scale_free,0.9,0.95,40,spf-reconverge,98.0,0.29872660452400346,0.5953207145987844,232.0
scale_free,0.9,0.95,40,spf-static,42.0,0.22433881592294241,0.3252441898885044,232.0
scale_free,0.9,0.98,1,cspf,109.5,0.048571427621033364,0.04314993387450963,232.0
scale_free,0.9,0.98,1,ecmp,109.0,0.04936581869133254,0.04897988932064658,232.0
scale_free,0.9,0.98,1,orbit,105.5,0.048430501148243835,0.051539519540213,232.0
scale_free,0.9,0.98,1,spf-reconverge,117.5,0.04386194355945075,0.044894422341145074,232.0
scale_free,0.9,0.98,1,spf-static,44.0,0.14036990862766702,0.13580977090698798,232.0
scale_free,0.9,0.98,3,cspf,109.5,0.060023996506709434,0.0654235158804572,232.0
scale_free,0.9,0.98,3,ecmp,105.5,0.07383952747894204,0.06835116160100645,232.0
scale_free,0.9,0.98,3,orbit,105.5,0.060720243390320575,0.07515683657312472,232.0
scale_free,0.9,0.98,3,spf-reconverge,117.5,0.0569001209833846,0.07170929400195375,232.0
scale_free,0.9,0.98,3,spf-static,44.0,0.14510391990048271,0.14626148988689494,232.0
scale_free,0.9,0.98,5,cspf,109.5,0.07232775169708965,0.08782665417982258,232.0
scale_free,0.9,0.98,5,ecmp,106.0,0.08507053895863567,0.09761727719564088,232.0
scale_free,0.9,0.98,5,orbit,105.5,0.07237478981859188,0.09713838995780155,232.0
scale_free,0.9,0.98,5,spf-reconverge,117.5,0.06993829840731838,0.0992890914649858,232.0
scale_free,0.9,0.98,5,spf-static,44.0,0.14983793117329852,0.1567132088668019,232.0
scale_free,0.9,0.98,10,cspf,108.0,0.10490490525933494,0.14623044155030734,232.0
scale_free,0.9,0.98,10,ecmp,104.0,0.1170319826445956,0.16909841373863943,232.0
scale_free,0.9,0.98,10,orbit,103.0,0.10079591979841582,0.15881691342645318,232.0
scale_free,0.9,0.98,10,spf-reconverge,118.0,0.10185900092911293,0.1700604323105452,232.0
scale_free,0.9,0.98,10,spf-static,44.0,0.16167295935533865,0.18284250631656926,232.0
scale_free,0.9,0.98,20,cspf,109.5,0.16301594805240915,0.2521148328991187,232.0
scale_free,0.9,0.98,20,ecmp,104.0,0.18391568668485048,0.30227998484704266,232.0
scale_free,0.9,0.98,20,orbit,105.0,0.15805247193032398,0.2772811771679295,232.0
scale_free,0.9,0.98,20,spf-reconverge,117.5,0.16772462908682423,0.3081783411228857,232.0
scale_free,0.9,0.98,20,spf-static,44.0,0.18534301571941977,0.23389453084522588,232.0
scale_free,0.9,0.98,40,cspf,85.5,0.32256376009763665,0.5679467769806302,232.0
scale_free,0.9,0.98,40,ecmp,90.0,0.3100961493903134,0.5812003705854261,232.0
scale_free,0.9,0.98,40,orbit,83.5,0.3215950487928019,0.6050055197435051,232.0
scale_free,0.9,0.98,40,spf-reconverge,92.0,0.30410310071358515,0.6085851036143857,232.0
scale_free,0.9,0.98,40,spf-static,39.5,0.23049786831439495,0.33278660400145577,232.0
scale_free,0.9,1.0,1,cspf,108.5,0.04906887868215082,0.038752964713159144,232.0
scale_free,0.9,1.0,1,ecmp,109.0,0.057430887675143816,0.04858080233548612,232.0
scale_free,0.9,1.0,1,orbit,103.0,0.051283368044956826,0.07197635027626309,232.0
scale_free,0.9,1.0,1,spf-reconverge,116.5,0.04638539429027958,0.04573971362136165,232.0
scale_free,0.9,1.0,1,spf-static,41.5,0.14322428249272168,0.1462974908713614,232.0
scale_free,0.9,1.0,3,cspf,107.0,0.06140435285918319,0.0666954263349204,232.0
scale_free,0.9,1.0,3,ecmp,103.0,0.07785133265666086,0.08049140970429497,232.0
scale_free,0.9,1.0,3,orbit,102.5,0.06526051128827923,0.09783440653125719,232.0
scale_free,0.9,1.0,3,spf-reconverge,111.0,0.06916446054704556,0.0748160000499292,232.0
scale_free,0.9,1.0,3,spf-static,41.5,0.14805125474046044,0.15690027101136753,232.0
scale_free,0.9,1.0,5,cspf,107.0,0.07278700265066879,0.08870094391282007,232.0
scale_free,0.9,1.0,5,ecmp,101.5,0.09675779881139118,0.11732582557395213,232.0
scale_free,0.9,1.0,5,orbit,101.5,0.0784748320468315,0.1243135348453564,232.0
scale_free,0.9,1.0,5,spf-reconverge,110.0,0.08330810174680814,0.10750632416358491,232.0
scale_free,0.9,1.0,5,spf-static,41.5,0.15287822698819903,0.16750305115137365,232.0
scale_free,0.9,1.0,10,cspf,104.5,0.11466936456596968,0.15507588208732823,232.0
scale_free,0.9,1.0,10,ecmp,101.0,0.1359187706695682,0.20163065374424766,232.0
scale_free,0.9,1.0,10,orbit,102.0,0.10994931030562265,0.1866167997371253,232.0
scale_free,0.9,1.0,10,spf-reconverge,110.5,0.11692315613146527,0.19046979419903706,232.0
scale_free,0.9,1.0,10,spf-static,41.5,0.16494565760754593,0.194010001501389,232.0
scale_free,0.9,1.0,20,cspf,107.5,0.17169109593941234,0.27276433501119424,232.0
scale_free,0.9,1.0,20,ecmp,101.5,0.2097510530006042,0.34913275330282734,232.0
scale_free,0.9,1.0,20,orbit,101.5,0.1734132535391732,0.30729571032048,232.0
scale_free,0.9,1.0,20,spf-reconverge,109.5,0.19079615094522573,0.34988727547026777,232.0
scale_free,0.9,1.0,20,spf-static,41.5,0.188398120810467,0.24587824016757642,232.0
scale_free,0.9,1.0,40,cspf,75.0,0.34813456123756,0.6241528917280218,232.0
scale_free,0.9,1.0,40,ecmp,74.5,0.35589127182048796,0.6987401998188787,232.0
scale_free,0.9,1.0,40,orbit,76.0,0.34296658849799755,0.6650316924485585,232.0
scale_free,0.9,1.0,40,spf-reconverge,80.0,0.3247439023781563,0.6755065954998725,232.0
scale_free,0.9,1.0,40,spf-static,37.5,0.24345753448078739,0.341137335354949,232.0
waxman,0.7,0.75,1,cspf,162.0,0.030225202793343245,0.03297516409902801,264.0
waxman,0.7,0.75,1,ecmp,153.5,0.0349322997506238,0.03030567636496354,264.0
waxman,0.7,0.75,1,orbit,164.0,0.027243751855686123,0.04568754453074077,264.0
waxman,0.7,0.75,1,spf-reconverge,153.5,0.0349322997506238,0.03030567636496354,264.0
waxman,0.7,0.75,1,spf-static,61.5,0.09456461942800465,0.07245260509467598,264.0
waxman,0.7,0.75,3,cspf,162.0,0.041878503658989846,0.048907983788020734,264.0
waxman,0.7,0.75,3,ecmp,153.5,0.05066907839809118,0.05975144677015441,264.0
waxman,0.7,0.75,3,orbit,164.0,0.03866376924400985,0.06357677247024701,264.0
waxman,0.7,0.75,3,spf-reconverge,153.5,0.05066907839809118,0.05975144677015441,264.0
waxman,0.7,0.75,3,spf-static,61.5,0.1007566343745343,0.08373635809391064,264.0
waxman,0.7,0.75,5,cspf,162.0,0.05353180452463549,0.06602005183243739,264.0
waxman,0.7,0.75,5,ecmp,153.5,0.06632821533560879,0.09003714401435237,264.0
waxman,0.7,0.75,5,orbit,164.0,0.05090931975182643,0.0821643311188893,264.0
waxman,0.7,0.75,5,spf-reconverge,153.5,0.06632821533560879,0.09003714401435237,264.0
waxman,0.7,0.75,5,spf-static,61.5,0.10682375363516625,0.0950201110931453,264.0
waxman,0.7,0.75,10,cspf,158.5,0.08645779092688294,0.11616015302652241,264.0
waxman,0.7,0.75,10,ecmp,153.5,0.10416613772998495,0.1748576410931652,264.0
waxman,0.7,0.75,10,orbit,163.0,0.08301449895672713,0.13029990074545295,264.0
waxman,0.7,0.75,10,spf-reconverge,153.5,0.10416613772998495,0.1748576410931652,264.0
waxman,0.7,0.75,10,spf-static,61.5,0.12218519290607813,0.12391478176023926,264.0
waxman,0.7,0.75,20,cspf,159.0,0.15054918535645917,0.21367755519386675,264.0
waxman,0.7,0.75,20,ecmp,153.5,0.1799229518885846,0.3289922274709377,264.0
waxman,0.7,0.75,20,orbit,164.0,0.1429284034992836,0.2171173542434338,264.0
waxman,0.7,0.75,20,spf-reconverge,153.5,0.1799229518885846,0.3289922274709377,264.0
waxman,0.7,0.75,20,spf-static,61.5,0.15460907811009839,0.18344057121785398,264.0
waxman,0.7,0.75,40,cspf,137.0,0.33227784646955116,0.48864268043663117,264.0
waxman,0.7,0.75,40,ecmp,137.0,0.33732680467995096,0.6358659405341722,264.0
waxman,0.7,0.75,40,orbit,149.5,0.29426559554809,0.45460908520388404,264.0
waxman,0.7,0.75,40,spf-reconverge,137.0,0.33732680467995096,0.6358659405341722,264.0
waxman,0.7,0.75,40,spf-static,55.5,0.2142653475821041,0.297750627088019,264.0
waxman,0.7,0.8,1,cspf,154.5,0.04435273639162313,0.038219852319795064,264.0
waxman,0.7,0.8,1,ecmp,153.0,0.04090956695881389,0.022099383705136803,264.0
waxman,0.7,0.8,1,orbit,155.5,0.0347854966836158,0.0498463682509943,264.0
waxman,0.7,0.8,1,spf-reconverge,153.0,0.04090956695881389,0.022099383705136803,264.0
waxman,0.7,0.8,1,spf-static,55.5,0.1155563130407741,0.10816907121793307,264.0
waxman,0.7,0.8,3,cspf,154.5,0.058449415370092316,0.057699094509615564,264.0
waxman,0.7,0.8,3,ecmp,153.0,0.056154546267287525,0.05921074083256975,264.0
waxman,0.7,0.8,3,orbit,155.5,0.04836856852652872,0.0707877460383799,264.0
waxman,0.7,0.8,3,spf-reconverge,153.0,0.056154546267287525,0.05921074083256975,264.0
waxman,0.7,0.8,3,spf-static,55.5,0.12128063728688393,0.1192144595365819,264.0
waxman,0.7,0.8,5,cspf,154.5,0.07155985256897948,0.07708732172121074,264.0
waxman,0.7,0.8,5,ecmp,153.0,0.07254768430247066,0.09690539070243445,264.0
waxman,0.7,0.8,5,orbit,155.5,0.060799017445450076,0.09461865272513867,264.0
waxman,0.7,0.8,5,spf-reconverge,153.0,0.07254768430247066,0.09690539070243445,264.0
waxman,0.7,0.8,5,spf-static,55.5,0.12700496153299376,0.13025984785523062,264.0
waxman,0.7,0.8,10,cspf,146.5,0.10475145824609858,0.13402239288905715,264.0
waxman,0.7,0.8,10,ecmp,153.0,0.11670500816504176,0.1818800799582027,264.0
waxman,0.7,0.8,10,orbit,153.0,0.0961542856506096,0.14140461965025408,264.0
waxman,0.7,0.8,10,spf-reconverge,153.0,0.11670500816504176,0.1818800799582027,264.0
waxman,0.7,0.8,10,spf-static,55.5,0.14131577214826832,0.15787331865185242,264.0
waxman,0.7,0.8,20,cspf,149.0,0.16766447714460114,0.23536789297796135,264.0
waxman,0.7,0.8,20,ecmp,153.0,0.19315620203361983,0.3495605797258667,264.0
waxman,0.7,0.8,20,orbit,153.5,0.15340985805984025,0.24038182672257724,264.0
waxman,0.7,0.8,20,spf-reconverge,153.0,0.19315620203361983,0.3495605797258667,264.0
waxman,0.7,0.8,20,spf-static,55.5,0.16864755754732397,0.21310026024509582,264.0
waxman,0.7,0.8,40,cspf,119.0,0.37056306810960715,0.5431830155386572,264.0
waxman,0.7,0.8,40,ecmp,122.0,0.3599544750411313,0.659336448155181,264.0
waxman,0.7,0.8,40,orbit,137.0,0.32205437440211604,0.5037018617049988,264.0
waxman,0.7,0.8,40,spf-reconverge,122.0,0.3599544750411313,0.659336448155181,264.0
waxman,0.7,0.8,40,spf-static,50.0,0.23090271276581775,0.328514996782856,264.0
waxman,0.7,0.85,1,cspf,142.5,0.051004062829550695,0.053066608339698035,264.0
waxman,0.7,0.85,1,ecmp,148.5,0.05141556427600852,0.041883204256197515,264.0
waxman,0.7,0.85,1,orbit,138.0,0.046652652302677206,0.05965062427297933,264.0
waxman,0.7,0.85,1,spf-reconverge,148.5,0.05141556427600852,0.041883204256197515,264.0
waxman,0.7,0.85,1,spf-static,51.0,0.13188974722810476,0.13421546540384777,264.0
waxman,0.7,0.85,3,cspf,142.5,0.06490654136598323,0.07952538438206505,264.0
waxman,0.7,0.85,3,ecmp,148.5,0.06857105021919077,0.07187221233866944,264.0
waxman,0.7,0.85,3,orbit,138.0,0.06036924548197935,0.0840690296069011,264.0
waxman,0.7,0.85,3,spf-reconverge,148.5,0.06857105021919077,0.07187221233866944,264.0
waxman,0.7,0.85,3,spf-static,51.0,0.1372894345931494,0.14366416462252973,264.0
waxman,0.7,0.85,5,cspf,142.5,0.07995106644881542,0.1082026918193639,264.0
waxman,0.7,0.85,5,ecmp,148.5,0.08400761740990031,0.10724972736884192,264.0
waxman,0.7,0.85,5,orbit,138.0,0.07310566377130288,0.10970961854978595,264.0
waxman,0.7,0.85,5,spf-reconverge,148.5,0.08400761740990031,0.10724972736884192,264.0
waxman,0.7,0.85,5,spf-static,51.0,0.14268912195819416,0.15311286384121173,264.0
waxman,0.7,0.85,10,cspf,140.0,0.12002920981589463,0.1647373757205277,264.0
waxman,0.7,0.85,10,ecmp,148.5,0.12901774323890441,0.1953064404628726,264.0
waxman,0.7,0.85,10,orbit,138.5,0.10633129293617394,0.16033475746716436,264.0
waxman,0.7,0.85,10,spf-reconverge,148.5,0.12901774323890441,0.1953064404628726,264.0
waxman,0.7,0.85,10,spf-static,51.0,0.15697914105560182,0.17673461188791684,264.0
waxman,0.7,0.85,20,cspf,142.5,0.18972740642578761,0.2729668906167141,264.0
waxman,0.7,0.85,20,ecmp,148.5,0.20781632124512173,0.3614673592091715,264.0
waxman,0.7,0.85,20,orbit,138.5,0.17493140098340393,0.26572821763174836,264.0
waxman,0.7,0.85,20,spf-reconverge,148.5,0.20781632124512173,0.3614673592091715,264.0
waxman,0.7,0.85,20,spf-static,51.0,0.18632244694092043,0.22397810798132817,264.0
waxman,0.7,0.85,40,cspf,106.5,0.4082729776489583,0.5881394252950098,264.0
waxman,0.7,0.85,40,ecmp,113.0,0.3701286302381792,0.6822603929141295,264.0
waxman,0.7,0.85,40,orbit,122.0,0.3592421769970843,0.5799328085785498,264.0
waxman,0.7,0.85,40,spf-reconverge,113.0,0.3701286302381792,0.6822603929141295,264.0
waxman,0.7,0.85,40,spf-static,45.5,0.24842011222853266,0.3371712720290971,264.0
waxman,0.7,0.9,1,cspf,134.5,0.06548858316505013,0.05795804729716561,264.0
waxman,0.7,0.9,1,ecmp,141.0,0.05037598685000728,0.05260514361926392,264.0
waxman,0.7,0.9,1,orbit,129.5,0.06243838251204736,0.07281529330104672,264.0
waxman,0.7,0.9,1,spf-reconverge,141.0,0.05037598685000728,0.05260514361926392,264.0
waxman,0.7,0.9,1,spf-static,46.0,0.14588180390235228,0.15142164763527793,264.0
waxman,0.7,0.9,3,cspf,134.5,0.0821158192441187,0.08381497470809797,264.0
waxman,0.7,0.9,3,ecmp,141.0,0.06922490126244876,0.09062852402227914,264.0
waxman,0.7,0.9,3,orbit,129.5,0.07813102835372812,0.09994175960102958,264.0
waxman,0.7,0.9,3,spf-reconverge,141.0,0.06922490126244876,0.09062852402227914,264.0
waxman,0.7,0.9,3,spf-static,46.0,0.15164822510800047,0.16217122475143136,264.0
waxman,0.7,0.9,5,cspf,134.5,0.09823452006622718,0.10613117070058567,264.0
waxman,0.7,0.9,5,ecmp,141.0,0.08934294426584449,0.12217886296441055,264.0
waxman,0.7,0.9,5,orbit,129.5,0.09221299088336443,0.13651907632522087,264.0
waxman,0.7,0.9,5,spf-reconverge,141.0,0.08934294426584449,0.12217886296441055,264.0
waxman,0.7,0.9,5,spf-static,46.0,0.15741464631364865,0.1729208018675849,264.0
waxman,0.7,0.9,10,cspf,133.5,0.14958116469529187,0.1707431801117777,264.0
waxman,0.7,0.9,10,ecmp,141.0,0.1374376770218529,0.21594253826912552,264.0
waxman,0.7,0.9,10,orbit,127.0,0.12783389178905083,0.1906283321526625,264.0
waxman,0.7,0.9,10,spf-reconverge,141.0,0.1374376770218529,0.21594253826912552,264.0
waxman,0.7,0.9,10,spf-static,46.0,0.17183069932776918,0.1986818392071122,264.0
waxman,0.7,0.9,20,cspf,136.0,0.21241412848772867,0.28459946936535513,264.0
waxman,0.7,0.9,20,ecmp,141.0,0.22490519297925698,0.4028424300968366,264.0
waxman,0.7,0.9,20,orbit,128.0,0.2022679596451124,0.3222145887131691,264.0
waxman,0.7,0.9,20,spf-reconverge,141.0,0.22490519297925698,0.4028424300968366,264.0
waxman,0.7,0.9,20,spf-static,46.0,0.20046342400546224,0.249894490106237,264.0
waxman,0.7,0.9,40,cspf,93.5,0.43140473457782336,0.6554178532385992,264.0
waxman,0.7,0.9,40,ecmp,103.0,0.3880240249461617,0.717555588050619,264.0
waxman,0.7,0.9,40,orbit,109.0,0.39885820904359465,0.6344884278123784,264.0
waxman,0.7,0.9,40,spf-reconverge,103.0,0.3880240249461617,0.717555588050619,264.0
waxman,0.7,0.9,40,spf-static,41.5,0.258930583623729,0.35263958972499154,264.0
waxman,0.7,0.95,1,cspf,124.5,0.07077678176723703,0.07824830887424757,264.0
waxman,0.7,0.95,1,ecmp,132.0,0.06164688075396339,0.056900488871907684,264.0
waxman,0.7,0.95,1,orbit,119.0,0.07836638983751637,0.1060885841979943,264.0
waxman,0.7,0.95,1,spf-reconverge,132.0,0.06164688075396339,0.056900488871907684,264.0
waxman,0.7,0.95,1,spf-static,42.0,0.1630460112865042,0.16389294442031502,264.0
waxman,0.7,0.95,3,cspf,124.5,0.08617623496769408,0.10681187318305749,264.0
waxman,0.7,0.95,3,ecmp,132.0,0.08021876680399212,0.0933924115832376,264.0
waxman,0.7,0.95,3,orbit,118.0,0.09379210170313644,0.13931975401228125,264.0
waxman,0.7,0.95,3,spf-reconverge,132.0,0.08021876680399212,0.0933924115832376,264.0
waxman,0.7,0.95,3,spf-static,42.0,0.1686596663807785,0.17418343661198474,264.0
waxman,0.7,0.95,5,cspf,123.5,0.10387803418548297,0.13621480612764292,264.0
waxman,0.7,0.95,5,ecmp,132.0,0.09879065285402046,0.12987439818977342,264.0
waxman,0.7,0.95,5,orbit,119.0,0.10921781356875643,0.16485649497767843,264.0
waxman,0.7,0.95,5,spf-reconverge,132.0,0.09879065285402046,0.12987439818977342,264.0
waxman,0.7,0.95,5,spf-static,42.0,0.17427332147505287,0.18447392880365454,264.0
waxman,0.7,0.95,10,cspf,122.0,0.15523792117550733,0.20965842787006073,264.0
waxman,0.7,0.95,10,ecmp,132.0,0.143717047065556,0.2337701037465557,264.0
waxman,0.7,0.95,10,orbit,115.0,0.1502937819503814,0.2237420834825682,264.0
waxman,0.7,0.95,10,spf-reconverge,132.0,0.143717047065556,0.2337701037465557,264.0
waxman,0.7,0.95,10,spf-static,42.0,0.18830745921073866,0.20973532289578578,264.0
waxman,0.7,0.95,20,cspf,120.5,0.23466466247515377,0.32383179954592667,264.0
waxman,0.7,0.95,20,ecmp,133.0,0.23644640851249232,0.4206480704478753,264.0
waxman,0.7,0.95,20,orbit,120.5,0.22683742840918297,0.36274192876695716,264.0
waxman,0.7,0.95,20,spf-reconverge,133.0,0.23644640851249232,0.4206480704478753,264.0
waxman,0.7,0.95,20,spf-static,42.0,0.2163757346821102,0.2590145924444207,264.0
waxman,0.7,0.95,40,cspf,84.0,0.47189953025972053,0.6841408701331034,264.0
waxman,0.7,0.95,40,ecmp,91.5,0.4086065339958732,0.7359387090810585,264.0
waxman,0.7,0.95,40,orbit,93.5,0.43215024251342005,0.7234291044367034,264.0
waxman,0.7,0.95,40,spf-reconverge,91.5,0.4086065339958732,0.7359387090810585,264.0
waxman,0.7,0.95,40,spf-static,37.0,0.2789786882391836,0.359952893931905,264.0
waxman,0.7,0.98,1,cspf,114.5,0.08817234406227897,0.09218065827694899,264.0
waxman,0.7,0.98,1,ecmp,129.5,0.06550785280207211,0.06197464738331625,264.0
waxman,0.7,0.98,1,orbit,116.0,0.0901232701067907,0.1424327119107899,264.0
waxman,0.7,0.98,1,spf-reconverge,129.5,0.06550785280207211,0.06197464738331625,264.0
waxman,0.7,0.98,1,spf-static,39.0,0.17936652553323498,0.16439206233347853,264.0
waxman,0.7,0.98,3,cspf,114.5,0.10602950713109577,0.11924464751297228,264.0
waxman,0.7,0.98,3,ecmp,129.5,0.08465058799598782,0.10445484330947873,264.0
waxman,0.7,0.98,3,orbit,116.0,0.10631608133129847,0.17249627551721475,264.0
waxman,0.7,0.98,3,spf-reconverge,129.5,0.08465058799598782,0.10445484330947873,264.0
waxman,0.7,0.98,3,spf-static,39.0,0.18442025986090232,0.17535285826823724,264.0
waxman,0.7,0.98,5,cspf,114.5,0.12246374698655349,0.14736509339412057,264.0
waxman,0.7,0.98,5,ecmp,129.5,0.10478662335470129,0.14269037230678713,264.0
waxman,0.7,0.98,5,orbit,114.0,0.12235391278925073,0.19456182475167877,264.0
waxman,0.7,0.98,5,spf-reconverge,129.5,0.10478662335470129,0.14269037230678713,264.0
waxman,0.7,0.98,5,spf-static,39.0,0.1894739941885697,0.18631365420299567,264.0
waxman,0.7,0.98,10,cspf,113.5,0.16437349906667303,0.2208450028318254,264.0
waxman,0.7,0.98,10,ecmp,129.5,0.15965977354750643,0.2440229188485344,264.0
waxman,0.7,0.98,10,orbit,110.5,0.17131693488099378,0.24716910918207835,264.0
waxman,0.7,0.98,10,spf-reconverge,129.5,0.15965977354750643,0.2440229188485344,264.0
waxman,0.7,0.98,10,spf-static,39.0,0.2021083300077382,0.2137156440398919,264.0
waxman,0.7,0.98,20,cspf,115.0,0.2529610368279922,0.35654860688273915,264.0
waxman,0.7,0.98,20,ecmp,128.0,0.24934539010274315,0.4290965344562879,264.0
waxman,0.7,0.98,20,orbit,119.0,0.25057407961967204,0.39629975074290974,264.0
waxman,0.7,0.98,20,spf-reconverge,128.0,0.24934539010274315,0.4290965344562879,264.0
waxman,0.7,0.98,20,spf-static,39.0,0.2273770016460749,0.26851962371368415,264.0
waxman,0.7,0.98,40,cspf,71.5,0.48574735013508774,0.7215462718128391,264.0
waxman,0.7,0.98,40,ecmp,87.0,0.41529059377809274,0.7549328213010891,264.0
waxman,0.7,0.98,40,orbit,84.5,0.46784626999894297,0.7473106399641963,264.0
waxman,0.7,0.98,40,spf-reconverge,87.0,0.41529059377809274,0.7549328213010891,264.0
waxman,0.7,0.98,40,spf-static,34.0,0.28213965663186924,0.3690626709802004,264.0
waxman,0.7,1.0,1,cspf,111.5,0.10581241530256902,0.10125418675616535,264.0
waxman,0.7,1.0,1,ecmp,128.0,0.07316687529886375,0.07018744766820421,264.0
waxman,0.7,1.0,1,orbit,104.5,0.09891443466513808,0.11808336598295968,264.0
