metric,scenario,baseline,challenger,n_pairs,n_censored,baseline_median,challenger_median,median_difference,ci_low,ci_high,p_value,p_holm,cliffs_delta,effect
pdr_critical,grid-n60-load0.7-cascading-centralised,cspf,orbit,30,0,0.9934224159215563,0.9940063336079906,0.0002483138033662624,-0.0015420138673967188,0.0016233740880967629,0.583757072687149,1.0,0.03777777777777778,negligible
pdr_critical,grid-n60-load0.7-cascading-centralised,ecmp,orbit,30,0,0.996487866372038,0.9940063336079906,-0.0026500741536317762,-0.003789199469999005,-0.0014062090501763547,0.00013739429414272308,0.008930629119277,-0.8288888888888889,large
pdr_critical,grid-n60-load0.7-cascading-centralised,spf-reconverge,orbit,30,0,0.9931815412292663,0.9940063336079906,0.0006164968005329396,-0.0007507772217328901,0.002355714511429019,0.19807579927146435,1.0,0.14888888888888888,small
pdr_critical,grid-n60-load0.7-cascading-centralised,spf-static,orbit,30,0,0.579795936242053,0.9940063336079906,0.3957219162104715,0.34898774325913584,0.4351957950543285,1.862645149230957e-09,2.086162567138672e-07,1.0,large
pdr_critical,grid-n60-load0.7-congestion_surge-centralised,cspf,orbit,30,0,0.9186848148927664,1.0,0.08058527064770715,0.05499908702994655,0.09787873427212063,1.8253714563612074e-06,0.00016063268815978625,0.9355555555555556,large
pdr_critical,grid-n60-load0.7-congestion_surge-centralised,ecmp,orbit,30,0,0.9649064589127581,1.0,0.032197730969523775,0.025678936621390036,0.04692215328842553,1.8253714563612074e-06,0.00016063268815978625,0.8777777777777778,large
pdr_critical,grid-n60-load0.7-congestion_surge-centralised,spf-reconverge,orbit,30,0,0.8958332821103623,1.0,0.09763714197356521,0.06886006958704322,0.13480103660473297,1.8253714563612074e-06,0.00016063268815978625,0.9577777777777777,large
pdr_critical,grid-n60-load0.7-congestion_surge-centralised,spf-static,orbit,30,0,0.8958332821103623,1.0,0.09763714197356521,0.06886006958704322,0.13480103660473297,1.8253714563612074e-06,0.00016063268815978625,0.9577777777777777,large
pdr_critical,grid-n60-load0.7-critical_link-centralised,cspf,orbit,30,0,1.0,0.9998473371311458,0.0,0.0,0.0,0.5228701760612545,1.0,-0.11444444444444445,negligible
pdr_critical,grid-n60-load0.7-critical_link-centralised,ecmp,orbit,30,0,1.0,0.9998473371311458,0.0,-0.0004598437809223421,0.0,0.0005689121319328932,0.03413472791597359,-0.4211111111111111,medium
pdr_critical,grid-n60-load0.7-critical_link-centralised,spf-reconverge,orbit,30,0,0.9996727121989232,0.9998473371311458,0.0,0.0,0.0003132200742009261,0.00352901997297986,0.19409609851389228,0.16111111111111112,small
pdr_critical,grid-n60-load0.7-critical_link-centralised,spf-static,orbit,30,0,0.9787262929299998,0.9998473371311458,0.02112104420114591,0.0,0.05894020036953446,0.00017849019488495787,0.011244882277752347,0.3,small
pdr_critical,grid-n60-load0.7-none-centralised,cspf,orbit,30,0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,negligible
