family,offered_load,threshold,dwell,algorithm,static_median,other_median,median_difference,p_value,cliffs_delta,static_lower,n_pairs,p_holm,effect,significant
waxman,0.7,0.9,1,orbit,46.0,129.5,85.5,1.726772765612998e-06,0.9711111111111111,True,30,0.0011285583997060354,large,True
waxman,0.7,0.9,3,spf-reconverge,46.0,141.0,94.5,1.7278603148724103e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,0.9,3,ecmp,46.0,141.0,94.5,1.7278603148724103e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,0.9,3,cspf,46.0,134.5,87.0,1.7256857880058036e-06,0.9911111111111112,True,30,0.0011285583997060354,large,True
waxman,0.7,0.9,3,orbit,46.0,129.5,85.5,1.7278603148724103e-06,0.9711111111111111,True,30,0.0011285583997060354,large,True
waxman,0.7,0.9,5,spf-reconverge,46.0,141.0,94.5,1.7278603148724103e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,0.9,5,ecmp,46.0,141.0,94.5,1.7278603148724103e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,0.9,5,cspf,46.0,134.5,86.5,1.726772765612998e-06,0.9911111111111112,True,30,0.0011285583997060354,large,True
waxman,0.7,0.9,5,orbit,46.0,129.5,85.5,1.7300371292901245e-06,0.9711111111111111,True,30,0.0011285583997060354,large,True
waxman,0.7,0.9,10,spf-reconverge,46.0,141.0,94.5,1.7224282827430733e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,0.9,10,ecmp,46.0,141.0,94.5,1.7224282827430733e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,0.9,10,cspf,46.0,133.5,83.5,1.7289484360195754e-06,0.9877777777777778,True,30,0.0011285583997060354,large,True
waxman,0.7,0.9,10,orbit,46.0,127.0,83.5,1.7300371292901245e-06,0.9788888888888889,True,30,0.0011285583997060354,large,True
waxman,0.7,0.9,20,spf-reconverge,46.0,141.0,95.0,1.726772765612998e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,0.9,20,ecmp,46.0,141.0,95.0,1.726772765612998e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,0.9,20,cspf,46.0,136.0,87.5,1.7202594665136766e-06,0.9955555555555555,True,30,0.0011285583997060354,large,True
waxman,0.7,0.9,20,orbit,46.0,128.0,83.0,1.7311263949197288e-06,0.9711111111111111,True,30,0.0011285583997060354,large,True
waxman,0.7,0.9,40,spf-reconverge,41.5,103.0,62.0,1.7105279932400777e-06,0.98,True,30,0.0011285583997060354,large,True
waxman,0.7,0.9,40,ecmp,41.5,103.0,62.0,1.7105279932400777e-06,0.98,True,30,0.0011285583997060354,large,True
waxman,0.7,0.9,40,cspf,41.5,93.5,52.5,1.726772765612998e-06,0.9477777777777778,True,30,0.0011285583997060354,large,True
waxman,0.7,0.9,40,orbit,41.5,109.0,66.5,1.7213435893906393e-06,0.9533333333333334,True,30,0.0011285583997060354,large,True
waxman,0.7,0.95,1,spf-reconverge,42.0,132.0,93.0,1.7311263949197288e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,0.95,1,ecmp,42.0,132.0,93.0,1.7311263949197288e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,0.95,1,cspf,42.0,124.5,84.5,1.7311263949197288e-06,0.9833333333333333,True,30,0.0011285583997060354,large,True
waxman,0.7,0.95,1,orbit,42.0,119.0,79.0,1.7235135468062213e-06,0.9644444444444444,True,30,0.0011285583997060354,large,True
waxman,0.7,0.95,3,spf-reconverge,42.0,132.0,93.0,1.7311263949197288e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,0.95,3,ecmp,42.0,132.0,93.0,1.7311263949197288e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,0.95,3,cspf,42.0,124.5,84.5,1.7278603148724103e-06,0.9833333333333333,True,30,0.0011285583997060354,large,True
waxman,0.7,0.95,3,orbit,42.0,118.0,79.0,1.7245993818153558e-06,0.9644444444444444,True,30,0.0011285583997060354,large,True
waxman,0.7,0.95,5,spf-reconverge,42.0,132.0,93.0,1.7311263949197288e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,0.95,5,ecmp,42.0,132.0,93.0,1.7311263949197288e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,0.95,5,cspf,42.0,123.5,83.0,1.7311263949197288e-06,0.9833333333333333,True,30,0.0011285583997060354,large,True
waxman,0.7,0.95,5,orbit,42.0,119.0,79.0,1.7245993818153558e-06,0.9644444444444444,True,30,0.0011285583997060354,large,True
waxman,0.7,0.95,10,spf-reconverge,42.0,132.0,91.0,1.7311263949197288e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,0.95,10,ecmp,42.0,132.0,91.0,1.7311263949197288e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,0.95,10,cspf,42.0,122.0,81.5,1.732216233144114e-06,0.9844444444444445,True,30,0.0011285583997060354,large,True
waxman,0.7,0.95,10,orbit,42.0,115.0,77.0,1.732216233144114e-06,0.9622222222222222,True,30,0.0011285583997060354,large,True
waxman,0.7,0.95,20,spf-reconverge,42.0,133.0,91.5,1.732216233144114e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,0.95,20,ecmp,42.0,133.0,91.5,1.732216233144114e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,0.95,20,cspf,42.0,120.5,81.0,1.7235135468062213e-06,0.9855555555555555,True,30,0.0011285583997060354,large,True
waxman,0.7,0.95,20,orbit,42.0,120.5,79.5,1.732216233144114e-06,0.9644444444444444,True,30,0.0011285583997060354,large,True
waxman,0.7,0.95,40,spf-reconverge,37.0,91.5,56.5,1.726772765612998e-06,0.9911111111111112,True,30,0.0011285583997060354,large,True
waxman,0.7,0.95,40,ecmp,37.0,91.5,56.5,1.726772765612998e-06,0.9911111111111112,True,30,0.0011285583997060354,large,True
waxman,0.7,0.95,40,cspf,37.0,84.0,48.5,1.7137666960733877e-06,0.9366666666666666,True,30,0.0011285583997060354,large,True
waxman,0.7,0.95,40,orbit,37.0,93.5,53.0,1.7235135468062213e-06,0.9466666666666667,True,30,0.0011285583997060354,large,True
waxman,0.7,0.98,1,spf-reconverge,39.0,129.5,89.0,1.7300371292901245e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,0.98,1,ecmp,39.0,129.5,89.0,1.7300371292901245e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,0.98,1,cspf,39.0,114.5,78.0,1.7311263949197288e-06,0.9666666666666667,True,30,0.0011285583997060354,large,True
waxman,0.7,0.98,1,orbit,39.0,116.0,79.0,1.7278603148724103e-06,0.9477777777777778,True,30,0.0011285583997060354,large,True
waxman,0.7,0.98,3,spf-reconverge,39.0,129.5,89.0,1.7300371292901245e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,0.98,3,ecmp,39.0,129.5,89.0,1.7300371292901245e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,0.98,3,cspf,39.0,114.5,78.0,1.7311263949197288e-06,0.9666666666666667,True,30,0.0011285583997060354,large,True
waxman,0.7,0.98,3,orbit,39.0,116.0,79.0,1.7278603148724103e-06,0.9477777777777778,True,30,0.0011285583997060354,large,True
waxman,0.7,0.98,5,spf-reconverge,39.0,129.5,89.0,1.7300371292901245e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,0.98,5,ecmp,39.0,129.5,89.0,1.7300371292901245e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,0.98,5,cspf,39.0,114.5,77.0,1.7300371292901245e-06,0.9666666666666667,True,30,0.0011285583997060354,large,True
waxman,0.7,0.98,5,orbit,39.0,114.0,76.5,1.7289484360195754e-06,0.9477777777777778,True,30,0.0011285583997060354,large,True
waxman,0.7,0.98,10,spf-reconverge,39.0,129.5,89.0,1.7278603148724103e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,0.98,10,ecmp,39.0,129.5,89.0,1.7278603148724103e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,0.98,10,cspf,39.0,113.5,75.5,1.7311263949197288e-06,0.9666666666666667,True,30,0.0011285583997060354,large,True
waxman,0.7,0.98,10,orbit,39.0,110.5,74.5,1.7289484360195754e-06,0.9477777777777778,True,30,0.0011285583997060354,large,True
waxman,0.7,0.98,20,spf-reconverge,39.0,128.0,90.5,1.7311263949197288e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,0.98,20,ecmp,39.0,128.0,90.5,1.7311263949197288e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,0.98,20,cspf,39.0,115.0,77.0,1.7311263949197288e-06,0.9644444444444444,True,30,0.0011285583997060354,large,True
waxman,0.7,0.98,20,orbit,39.0,119.0,79.5,1.7311263949197288e-06,0.9477777777777778,True,30,0.0011285583997060354,large,True
waxman,0.7,0.98,40,spf-reconverge,34.0,87.0,51.0,1.7245993818153558e-06,0.9955555555555555,True,30,0.0011285583997060354,large,True
waxman,0.7,0.98,40,ecmp,34.0,87.0,51.0,1.7245993818153558e-06,0.9955555555555555,True,30,0.0011285583997060354,large,True
waxman,0.7,0.98,40,cspf,34.0,71.5,39.5,1.726772765612998e-06,0.8922222222222222,True,30,0.0011285583997060354,large,True
waxman,0.7,0.98,40,orbit,34.0,84.5,47.0,1.7278603148724103e-06,0.9244444444444444,True,30,0.0011285583997060354,large,True
waxman,0.7,1.0,1,spf-reconverge,37.0,128.0,92.5,1.7300371292901245e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,1.0,1,ecmp,37.0,128.0,92.5,1.7300371292901245e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,1.0,1,cspf,37.0,111.5,77.0,1.7256857880058036e-06,0.9788888888888889,True,30,0.0011285583997060354,large,True
waxman,0.7,1.0,1,orbit,37.0,104.5,71.5,1.726772765612998e-06,0.9488888888888889,True,30,0.0011285583997060354,large,True
waxman,0.7,1.0,3,spf-reconverge,37.0,128.0,91.5,1.7278603148724103e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,1.0,3,ecmp,37.0,128.0,91.5,1.7278603148724103e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,1.0,3,cspf,37.0,109.5,73.5,1.732216233144114e-06,0.9866666666666667,True,30,0.0011285583997060354,large,True
waxman,0.7,1.0,3,orbit,37.0,104.5,70.0,1.7300371292901245e-06,0.9488888888888889,True,30,0.0011285583997060354,large,True
waxman,0.7,1.0,5,spf-reconverge,37.0,124.5,88.5,1.7311263949197288e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,1.0,5,ecmp,37.0,124.5,88.5,1.7311263949197288e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,1.0,5,cspf,37.0,108.5,72.5,1.7278603148724103e-06,0.9866666666666667,True,30,0.0011285583997060354,large,True
waxman,0.7,1.0,5,orbit,37.0,104.5,70.0,1.7278603148724103e-06,0.9488888888888889,True,30,0.0011285583997060354,large,True
waxman,0.7,1.0,10,spf-reconverge,37.0,127.5,91.5,1.7256857880058036e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,1.0,10,ecmp,37.0,127.5,91.5,1.7256857880058036e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,1.0,10,cspf,37.0,108.0,71.0,1.7311263949197288e-06,0.9788888888888889,True,30,0.0011285583997060354,large,True
waxman,0.7,1.0,10,orbit,37.0,106.0,67.0,1.726772765612998e-06,0.9477777777777778,True,30,0.0011285583997060354,large,True
waxman,0.7,1.0,20,spf-reconverge,37.0,120.5,83.0,1.7278603148724103e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,1.0,20,ecmp,37.0,120.5,83.0,1.7278603148724103e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,1.0,20,cspf,37.0,107.0,70.5,1.712686559944352e-06,0.9788888888888889,True,30,0.0011285583997060354,large,True
waxman,0.7,1.0,20,orbit,37.0,110.0,72.5,1.726772765612998e-06,0.9488888888888889,True,30,0.0011285583997060354,large,True
waxman,0.7,1.0,40,spf-reconverge,32.5,69.5,40.5,1.7245993818153558e-06,0.9666666666666667,True,30,0.0011285583997060354,large,True
waxman,0.7,1.0,40,ecmp,32.5,69.5,40.5,1.7245993818153558e-06,0.9666666666666667,True,30,0.0011285583997060354,large,True
waxman,0.7,1.0,40,cspf,32.5,63.0,31.5,1.7180929312456739e-06,0.8933333333333333,True,30,0.0011285583997060354,large,True
waxman,0.7,1.0,40,orbit,32.5,67.5,33.0,1.7256857880058036e-06,0.8988888888888888,True,30,0.0011285583997060354,large,True
waxman,0.9,0.75,1,spf-reconverge,72.0,170.5,99.5,1.7245993818153558e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.75,1,ecmp,72.0,170.5,99.5,1.7245993818153558e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.75,1,cspf,72.0,171.5,101.5,1.7289484360195754e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.75,1,orbit,72.0,168.5,100.0,1.7191759138770554e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.75,3,spf-reconverge,72.0,170.5,99.5,1.7245993818153558e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.75,3,ecmp,72.0,170.5,99.5,1.7245993818153558e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.75,3,cspf,72.0,171.5,101.5,1.7289484360195754e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.75,3,orbit,72.0,168.5,100.0,1.7191759138770554e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.75,5,spf-reconverge,72.0,170.5,99.5,1.7245993818153558e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.75,5,ecmp,72.0,170.5,99.5,1.7245993818153558e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.75,5,cspf,72.0,171.5,101.5,1.7289484360195754e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.75,5,orbit,72.0,168.5,100.0,1.7191759138770554e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.75,10,spf-reconverge,72.0,170.5,99.5,1.7256857880058036e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.75,10,ecmp,72.0,170.5,99.5,1.7256857880058036e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.75,10,cspf,72.0,173.5,100.5,1.732216233144114e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.75,10,orbit,72.0,168.5,100.0,1.7224282827430733e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.75,20,spf-reconverge,72.0,170.5,99.5,1.7300371292901245e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.75,20,ecmp,72.0,170.5,99.5,1.7300371292901245e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.75,20,cspf,72.0,172.0,99.5,1.726772765612998e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.75,20,orbit,72.0,168.5,100.0,1.7235135468062213e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.75,40,spf-reconverge,66.0,142.5,80.0,1.7224282827430733e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.75,40,ecmp,66.0,142.5,80.0,1.7224282827430733e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.75,40,cspf,66.0,141.5,71.5,1.7256857880058036e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.75,40,orbit,66.0,146.5,87.5,1.7300371292901245e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.8,1,spf-reconverge,65.5,159.0,96.5,1.7235135468062213e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.8,1,ecmp,65.5,159.0,96.5,1.7235135468062213e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.8,1,cspf,65.5,158.5,98.0,1.7289484360195754e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.8,1,orbit,65.5,157.0,90.0,1.7278603148724103e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.8,3,spf-reconverge,65.5,159.0,96.5,1.7235135468062213e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.8,3,ecmp,65.5,159.0,96.5,1.7235135468062213e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.8,3,cspf,65.5,158.5,98.0,1.7289484360195754e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.8,3,orbit,65.5,157.0,90.0,1.7278603148724103e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.8,5,spf-reconverge,65.5,159.0,96.5,1.7235135468062213e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.8,5,ecmp,65.5,159.0,96.5,1.7235135468062213e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.8,5,cspf,65.5,158.5,98.0,1.7300371292901245e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.8,5,orbit,65.5,157.0,90.0,1.7278603148724103e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.8,10,spf-reconverge,65.5,159.0,96.0,1.7235135468062213e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.8,10,ecmp,65.5,159.0,96.0,1.7235135468062213e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.8,10,cspf,65.5,156.0,97.0,1.7278603148724103e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.8,10,orbit,65.5,157.0,90.0,1.7094495621956692e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.8,20,spf-reconverge,65.5,159.0,96.0,1.7256857880058036e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.8,20,ecmp,65.5,159.0,96.0,1.7256857880058036e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.8,20,cspf,65.5,154.0,97.5,1.7300371292901245e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.8,20,orbit,65.5,159.0,90.0,1.7245993818153558e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.8,40,spf-reconverge,60.0,135.5,76.5,1.7256857880058036e-06,0.9977777777777778,True,30,0.0011285583997060354,large,True
waxman,0.9,0.8,40,ecmp,60.0,135.5,76.5,1.7256857880058036e-06,0.9977777777777778,True,30,0.0011285583997060354,large,True
waxman,0.9,0.8,40,cspf,60.0,123.0,66.5,1.726772765612998e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.8,40,orbit,60.0,139.0,77.0,1.7191759138770554e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.85,1,spf-reconverge,59.0,157.5,102.0,1.732216233144114e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.85,1,ecmp,59.0,157.5,102.0,1.732216233144114e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.85,1,cspf,59.0,152.0,94.5,1.7278603148724103e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.85,1,orbit,59.0,146.5,91.0,1.726772765612998e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.85,3,spf-reconverge,59.0,157.5,102.0,1.732216233144114e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.85,3,ecmp,59.0,157.5,102.0,1.732216233144114e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.85,3,cspf,59.0,152.0,94.5,1.7278603148724103e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.85,3,orbit,59.0,146.5,91.0,1.726772765612998e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.85,5,spf-reconverge,59.0,157.5,102.0,1.7311263949197288e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.85,5,ecmp,59.0,157.5,102.0,1.7311263949197288e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.85,5,cspf,59.0,151.5,94.5,1.7278603148724103e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.85,5,orbit,59.0,146.5,91.0,1.726772765612998e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.85,10,spf-reconverge,59.0,157.0,101.5,1.7278603148724103e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.85,10,ecmp,59.0,157.0,101.5,1.7278603148724103e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.85,10,cspf,59.0,147.0,91.0,1.732216233144114e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.85,10,orbit,59.0,146.5,89.0,1.7213435893906393e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.85,20,spf-reconverge,59.0,157.0,100.5,1.7289484360195754e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.85,20,ecmp,59.0,157.0,100.5,1.7289484360195754e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.85,20,cspf,59.0,148.5,94.5,1.726772765612998e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.85,20,orbit,59.0,148.0,90.0,1.7278603148724103e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.85,40,spf-reconverge,53.0,124.5,71.0,1.712686559944352e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.85,40,ecmp,53.0,124.5,71.0,1.712686559944352e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.85,40,cspf,53.0,107.5,60.0,1.7278603148724103e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.85,40,orbit,53.0,125.5,71.5,1.7245993818153558e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.9,1,spf-reconverge,52.0,151.0,96.5,1.7256857880058036e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.9,1,ecmp,52.0,151.0,96.5,1.7256857880058036e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.9,1,cspf,52.0,143.5,91.5,1.7300371292901245e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.9,1,orbit,52.0,139.5,87.0,1.726772765612998e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.9,3,spf-reconverge,52.0,151.0,96.5,1.7245993818153558e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.9,3,ecmp,52.0,151.0,96.5,1.7245993818153558e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.9,3,cspf,52.0,143.5,91.5,1.7300371292901245e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.9,3,orbit,52.0,139.5,87.0,1.726772765612998e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.9,5,spf-reconverge,52.0,151.0,96.5,1.7235135468062213e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.9,5,ecmp,52.0,151.0,96.5,1.7235135468062213e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.9,5,cspf,52.0,141.5,90.5,1.7289484360195754e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.9,5,orbit,52.0,139.5,87.0,1.726772765612998e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.9,10,spf-reconverge,52.0,154.5,98.0,1.7256857880058036e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.9,10,ecmp,52.0,154.5,98.0,1.7256857880058036e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.9,10,cspf,52.0,143.0,90.0,1.7256857880058036e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.9,10,orbit,52.0,140.0,86.5,1.726772765612998e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.9,20,spf-reconverge,52.0,149.5,96.0,1.7300371292901245e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.9,20,ecmp,52.0,149.5,96.0,1.7300371292901245e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.9,20,cspf,52.0,144.5,94.0,1.726772765612998e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.9,20,orbit,52.0,141.5,86.5,1.7300371292901245e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.9,40,spf-reconverge,47.5,112.0,66.0,1.7083716990437344e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.9,40,ecmp,47.5,112.0,66.0,1.7083716990437344e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.9,40,cspf,47.5,101.0,56.5,1.7245993818153558e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.9,40,orbit,47.5,112.0,65.0,1.711606992411454e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.95,1,spf-reconverge,49.0,152.5,104.0,1.7235135468062213e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.95,1,ecmp,49.0,152.5,104.0,1.7235135468062213e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.95,1,cspf,49.0,140.5,91.0,1.7256857880058036e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.95,1,orbit,49.0,133.0,83.0,1.7224282827430733e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.95,3,spf-reconverge,49.0,152.5,103.0,1.7256857880058036e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.95,3,ecmp,49.0,152.5,103.0,1.7256857880058036e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.95,3,cspf,49.0,140.5,91.0,1.7245993818153558e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.95,3,orbit,49.0,133.0,83.0,1.7224282827430733e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.95,5,spf-reconverge,49.0,152.5,103.5,1.7278603148724103e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.95,5,ecmp,49.0,152.5,103.5,1.7278603148724103e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.95,5,cspf,49.0,140.0,91.0,1.7256857880058036e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.95,5,orbit,49.0,133.0,82.5,1.7213435893906393e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.95,10,spf-reconverge,49.0,151.0,103.0,1.726772765612998e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.95,10,ecmp,49.0,151.0,103.0,1.726772765612998e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.95,10,cspf,49.0,137.0,86.0,1.732216233144114e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.95,10,orbit,49.0,133.5,83.0,1.7300371292901245e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.95,20,spf-reconverge,49.0,151.0,103.0,1.7235135468062213e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.95,20,ecmp,49.0,151.0,103.0,1.7235135468062213e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.95,20,cspf,49.0,141.5,90.0,1.732216233144114e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.95,20,orbit,49.0,133.0,82.5,1.7311263949197288e-06,1.0,True,30,0.0011285583997060354,large,True
