family,offered_load,threshold,dwell,algorithm,static_median,other_median,median_difference,p_value,cliffs_delta,static_lower,n_pairs,p_holm,effect,significant
scale_free,0.9,0.8,5,cspf,57.5,129.0,70.5,1.7256857880058036e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.8,5,orbit,57.5,131.0,74.5,1.7191759138770554e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.8,10,spf-reconverge,57.5,131.5,74.5,1.7180929312456739e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.8,10,ecmp,57.5,120.0,65.5,1.7245993818153558e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.8,10,cspf,57.5,128.5,72.0,1.7245993818153558e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.8,10,orbit,57.5,130.5,74.0,1.7235135468062213e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.8,20,spf-reconverge,57.5,132.0,74.5,1.7170105183845441e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.8,20,ecmp,57.5,120.5,65.0,1.7224282827430733e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.8,20,cspf,57.5,129.5,72.5,1.726772765612998e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.8,20,orbit,57.5,131.5,74.0,1.7159286750586906e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.8,40,spf-reconverge,52.0,115.0,63.0,1.7019164327509632e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.8,40,ecmp,52.0,109.5,59.0,1.7105279932400777e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.8,40,cspf,52.0,111.5,57.5,1.7278603148724103e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.8,40,orbit,52.0,117.0,62.5,1.7256857880058036e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.85,1,spf-reconverge,54.0,129.0,76.5,1.7105279932400777e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.85,1,ecmp,54.0,119.5,68.5,1.7105279932400777e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.85,1,cspf,54.0,123.0,72.0,1.7256857880058036e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.85,1,orbit,54.0,125.0,71.0,1.7224282827430733e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.85,3,spf-reconverge,54.0,129.0,76.5,1.7105279932400777e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.85,3,ecmp,54.0,115.5,65.5,1.6879998873377655e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.85,3,cspf,54.0,123.0,72.0,1.7256857880058036e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.85,3,orbit,54.0,125.0,71.0,1.7224282827430733e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.85,5,spf-reconverge,54.0,129.0,76.5,1.7170105183845441e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.85,5,ecmp,54.0,115.5,63.5,1.6944110497108883e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.85,5,cspf,54.0,123.0,72.0,1.7256857880058036e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.85,5,orbit,54.0,125.0,71.0,1.7224282827430733e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.85,10,spf-reconverge,54.0,129.0,75.5,1.7159286750586906e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.85,10,ecmp,54.0,115.0,65.5,1.6869333328939244e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.85,10,cspf,54.0,123.0,70.5,1.7224282827430733e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.85,10,orbit,54.0,123.0,71.0,1.712686559944352e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.85,20,spf-reconverge,54.0,129.0,76.5,1.7170105183845441e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.85,20,ecmp,54.0,114.5,65.0,1.7008425382861862e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.85,20,cspf,54.0,123.0,70.0,1.7170105183845441e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.85,20,orbit,54.0,124.0,70.5,1.7245993818153558e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.85,40,spf-reconverge,48.5,109.5,62.5,1.7040659206732472e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.85,40,ecmp,48.5,104.5,58.0,1.7224282827430733e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.85,40,cspf,48.5,100.5,54.5,1.7180929312456739e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.85,40,orbit,48.5,107.5,59.5,1.714847401033251e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.9,1,spf-reconverge,49.0,124.0,76.0,1.7170105183845441e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.9,1,ecmp,49.0,118.0,67.0,1.705141514598868e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.9,1,cspf,49.0,118.0,69.5,1.7213435893906393e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.9,1,orbit,49.0,118.5,69.0,1.714847401033251e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.9,3,spf-reconverge,49.0,124.0,76.0,1.7191759138770554e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.9,3,ecmp,49.0,113.0,63.0,1.7159286750586906e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.9,3,cspf,49.0,118.0,69.5,1.7213435893906393e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.9,3,orbit,49.0,118.5,69.0,1.714847401033251e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.9,5,spf-reconverge,49.0,124.0,76.0,1.7191759138770554e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.9,5,ecmp,49.0,113.0,62.5,1.7062176754796548e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.9,5,cspf,49.0,118.0,69.5,1.7213435893906393e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.9,5,orbit,49.0,118.5,69.0,1.712686559944352e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.9,10,spf-reconverge,49.0,124.0,75.0,1.7159286750586906e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.9,10,ecmp,49.0,112.0,62.5,1.7180929312456739e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.9,10,cspf,49.0,116.5,65.5,1.7256857880058036e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.9,10,orbit,49.0,116.5,69.5,1.7029908934686465e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.9,20,spf-reconverge,49.0,124.0,76.0,1.7191759138770554e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.9,20,ecmp,49.0,110.0,62.0,1.714847401033251e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.9,20,cspf,49.0,117.5,67.5,1.7235135468062213e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.9,20,orbit,49.0,117.5,68.0,1.6997692098403253e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.9,40,spf-reconverge,45.5,100.5,57.0,1.7159286750586906e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.9,40,ecmp,45.5,100.0,55.0,1.7224282827430733e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.9,40,cspf,45.5,95.0,50.0,1.7180929312456739e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.9,40,orbit,45.5,100.0,55.0,1.7202594665136766e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.95,1,spf-reconverge,47.0,120.0,76.5,1.7137666960733877e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.95,1,ecmp,47.0,114.0,68.5,1.7137666960733877e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.95,1,cspf,47.0,113.0,66.0,1.7213435893906393e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.95,1,orbit,47.0,108.5,66.0,1.7008425382861862e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.95,3,spf-reconverge,47.0,120.0,76.5,1.7137666960733877e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.95,3,ecmp,47.0,107.5,62.0,1.711606992411454e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.95,3,cspf,47.0,113.0,66.0,1.7213435893906393e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.95,3,orbit,47.0,108.5,66.0,1.7008425382861862e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.95,5,spf-reconverge,47.0,120.0,76.5,1.7137666960733877e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.95,5,ecmp,47.0,108.0,61.0,1.7191759138770554e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.95,5,cspf,47.0,113.0,66.0,1.7213435893906393e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.95,5,orbit,47.0,108.5,66.0,1.7008425382861862e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.95,10,spf-reconverge,47.0,120.0,76.0,1.7137666960733877e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.95,10,ecmp,47.0,107.5,60.5,1.714847401033251e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.95,10,cspf,47.0,113.0,65.5,1.7224282827430733e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.95,10,orbit,47.0,106.0,63.0,1.6986964471794946e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.95,20,spf-reconverge,47.0,120.0,77.0,1.711606992411454e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.95,20,ecmp,47.0,108.0,60.5,1.712686559944352e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.95,20,cspf,47.0,112.5,65.5,1.7202594665136766e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.95,20,orbit,47.0,108.0,66.0,1.6976242500698797e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.95,40,spf-reconverge,42.0,98.0,54.0,1.712686559944352e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.95,40,ecmp,42.0,93.0,52.0,1.7019164327509632e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.95,40,cspf,42.0,91.0,48.5,1.7202594665136766e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.95,40,orbit,42.0,88.5,48.5,1.7289484360195754e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.98,1,spf-reconverge,44.0,117.5,74.5,1.7137666960733877e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.98,1,ecmp,44.0,109.0,66.0,1.7191759138770554e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.98,1,cspf,44.0,109.5,66.5,1.7008425382861862e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.98,1,orbit,44.0,105.5,64.0,1.7202594665136766e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.98,3,spf-reconverge,44.0,117.5,74.5,1.7137666960733877e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.98,3,ecmp,44.0,105.5,62.5,1.707294403549849e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.98,3,cspf,44.0,109.5,66.5,1.7008425382861862e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.98,3,orbit,44.0,105.5,64.0,1.7202594665136766e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.98,5,spf-reconverge,44.0,117.5,74.5,1.7159286750586906e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.98,5,ecmp,44.0,106.0,62.0,1.6944110497108883e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.98,5,cspf,44.0,109.5,66.5,1.6944110497108883e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.98,5,orbit,44.0,105.5,64.0,1.7159286750586906e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.98,10,spf-reconverge,44.0,118.0,75.0,1.711606992411454e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.98,10,ecmp,44.0,104.0,61.0,1.7008425382861862e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.98,10,cspf,44.0,108.0,65.5,1.7094495621956692e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.98,10,orbit,44.0,103.0,63.0,1.7040659206732472e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.98,20,spf-reconverge,44.0,117.5,75.5,1.7170105183845441e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.98,20,ecmp,44.0,104.0,61.0,1.7105279932400777e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.98,20,cspf,44.0,109.5,67.5,1.707294403549849e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.98,20,orbit,44.0,105.0,64.5,1.712686559944352e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.98,40,spf-reconverge,39.5,92.0,52.0,1.7040659206732472e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.98,40,ecmp,39.5,90.0,51.5,1.6997692098403253e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.98,40,cspf,39.5,85.5,46.0,1.7083716990437344e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,0.98,40,orbit,39.5,83.5,45.0,1.7170105183845441e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,1.0,1,spf-reconverge,41.5,116.5,75.0,1.7062176754796548e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,1.0,1,ecmp,41.5,109.0,69.0,1.7159286750586906e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,1.0,1,cspf,41.5,108.5,65.5,1.7159286750586906e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,1.0,1,orbit,41.5,103.0,63.0,1.6657201609790694e-06,1.0,True,30,0.0011176982280169554,large,True
scale_free,0.9,1.0,3,spf-reconverge,41.5,111.0,69.5,1.7029908934686465e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,1.0,3,ecmp,41.5,103.0,62.5,1.7019164327509632e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,1.0,3,cspf,41.5,107.0,64.0,1.6805458207281375e-06,1.0,True,30,0.0011259656998878521,large,True
scale_free,0.9,1.0,3,orbit,41.5,102.5,60.5,1.711606992411454e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,1.0,5,spf-reconverge,41.5,110.0,68.5,1.711606992411454e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,1.0,5,ecmp,41.5,101.5,60.0,1.7191759138770554e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,1.0,5,cspf,41.5,107.0,63.0,1.7008425382861862e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,1.0,5,orbit,41.5,101.5,60.0,1.6986964471794946e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,1.0,10,spf-reconverge,41.5,110.5,68.5,1.707294403549849e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,1.0,10,ecmp,41.5,101.0,61.0,1.7170105183845441e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,1.0,10,cspf,41.5,104.5,61.0,1.7062176754796548e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,1.0,10,orbit,41.5,102.0,57.5,1.711606992411454e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,1.0,20,spf-reconverge,41.5,109.5,66.5,1.6997692098403253e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,1.0,20,ecmp,41.5,101.5,60.0,1.7062176754796548e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,1.0,20,cspf,41.5,107.5,65.0,1.658348408536204e-06,1.0,True,30,0.001114410130536329,large,True
scale_free,0.9,1.0,20,orbit,41.5,101.5,59.5,1.7094495621956692e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,1.0,40,spf-reconverge,37.5,80.0,43.0,1.707294403549849e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,1.0,40,ecmp,37.5,74.5,36.5,1.7191759138770554e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,1.0,40,cspf,37.5,75.0,37.0,1.712686559944352e-06,1.0,True,30,0.0011285583997060354,large,True
scale_free,0.9,1.0,40,orbit,37.5,76.0,38.5,1.6986964471794946e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,0.75,1,spf-reconverge,61.5,153.5,93.5,1.7300371292901245e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,0.75,1,ecmp,61.5,153.5,93.5,1.7300371292901245e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,0.75,1,cspf,61.5,162.0,101.5,1.7333066441991056e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,0.75,1,orbit,61.5,164.0,103.5,1.732216233144114e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,0.75,3,spf-reconverge,61.5,153.5,93.5,1.7300371292901245e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,0.75,3,ecmp,61.5,153.5,93.5,1.7300371292901245e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,0.75,3,cspf,61.5,162.0,101.5,1.7333066441991056e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,0.75,3,orbit,61.5,164.0,103.5,1.732216233144114e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,0.75,5,spf-reconverge,61.5,153.5,93.5,1.7300371292901245e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,0.75,5,ecmp,61.5,153.5,93.5,1.7300371292901245e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,0.75,5,cspf,61.5,162.0,101.5,1.7333066441991056e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,0.75,5,orbit,61.5,164.0,103.5,1.732216233144114e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,0.75,10,spf-reconverge,61.5,153.5,93.5,1.7300371292901245e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,0.75,10,ecmp,61.5,153.5,93.5,1.7300371292901245e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,0.75,10,cspf,61.5,158.5,97.0,1.7311263949197288e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,0.75,10,orbit,61.5,163.0,102.0,1.7300371292901245e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,0.75,20,spf-reconverge,61.5,153.5,93.5,1.7311263949197288e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,0.75,20,ecmp,61.5,153.5,93.5,1.7311263949197288e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,0.75,20,cspf,61.5,159.0,98.0,1.7300371292901245e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,0.75,20,orbit,61.5,164.0,104.0,1.7311263949197288e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,0.75,40,spf-reconverge,55.5,137.0,75.5,1.7300371292901245e-06,0.9966666666666667,True,30,0.0011285583997060354,large,True
waxman,0.7,0.75,40,ecmp,55.5,137.0,75.5,1.7300371292901245e-06,0.9966666666666667,True,30,0.0011285583997060354,large,True
waxman,0.7,0.75,40,cspf,55.5,137.0,80.5,1.7245993818153558e-06,0.9988888888888889,True,30,0.0011285583997060354,large,True
waxman,0.7,0.75,40,orbit,55.5,149.5,91.5,1.7289484360195754e-06,0.9944444444444445,True,30,0.0011285583997060354,large,True
waxman,0.7,0.8,1,spf-reconverge,55.5,153.0,95.0,1.7256857880058036e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,0.8,1,ecmp,55.5,153.0,95.0,1.7256857880058036e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,0.8,1,cspf,55.5,154.5,93.5,1.7289484360195754e-06,0.9944444444444445,True,30,0.0011285583997060354,large,True
waxman,0.7,0.8,1,orbit,55.5,155.5,97.0,1.7300371292901245e-06,0.9977777777777778,True,30,0.0011285583997060354,large,True
waxman,0.7,0.8,3,spf-reconverge,55.5,153.0,95.0,1.7256857880058036e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,0.8,3,ecmp,55.5,153.0,95.0,1.7256857880058036e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,0.8,3,cspf,55.5,154.5,93.5,1.7300371292901245e-06,0.9944444444444445,True,30,0.0011285583997060354,large,True
waxman,0.7,0.8,3,orbit,55.5,155.5,97.0,1.7300371292901245e-06,0.9977777777777778,True,30,0.0011285583997060354,large,True
waxman,0.7,0.8,5,spf-reconverge,55.5,153.0,95.0,1.7256857880058036e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,0.8,5,ecmp,55.5,153.0,95.0,1.7256857880058036e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,0.8,5,cspf,55.5,154.5,93.5,1.7300371292901245e-06,0.9944444444444445,True,30,0.0011285583997060354,large,True
waxman,0.7,0.8,5,orbit,55.5,155.5,97.0,1.7300371292901245e-06,0.9977777777777778,True,30,0.0011285583997060354,large,True
waxman,0.7,0.8,10,spf-reconverge,55.5,153.0,95.0,1.7256857880058036e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,0.8,10,ecmp,55.5,153.0,95.0,1.7256857880058036e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,0.8,10,cspf,55.5,146.5,92.5,1.7311263949197288e-06,0.9944444444444445,True,30,0.0011285583997060354,large,True
waxman,0.7,0.8,10,orbit,55.5,153.0,95.5,1.7311263949197288e-06,0.9977777777777778,True,30,0.0011285583997060354,large,True
waxman,0.7,0.8,20,spf-reconverge,55.5,153.0,95.0,1.7245993818153558e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,0.8,20,ecmp,55.5,153.0,95.0,1.7245993818153558e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,0.8,20,cspf,55.5,149.0,93.0,1.7289484360195754e-06,0.9944444444444445,True,30,0.0011285583997060354,large,True
waxman,0.7,0.8,20,orbit,55.5,153.5,97.5,1.7311263949197288e-06,0.9977777777777778,True,30,0.0011285583997060354,large,True
waxman,0.7,0.8,40,spf-reconverge,50.0,122.0,73.0,1.7224282827430733e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,0.8,40,ecmp,50.0,122.0,73.0,1.7224282827430733e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,0.8,40,cspf,50.0,119.0,71.5,1.7278603148724103e-06,0.9611111111111111,True,30,0.0011285583997060354,large,True
waxman,0.7,0.8,40,orbit,50.0,137.0,85.5,1.7300371292901245e-06,0.9855555555555555,True,30,0.0011285583997060354,large,True
waxman,0.7,0.85,1,spf-reconverge,51.0,148.5,98.0,1.7278603148724103e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,0.85,1,ecmp,51.0,148.5,98.0,1.7278603148724103e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,0.85,1,cspf,51.0,142.5,89.5,1.726772765612998e-06,0.9933333333333333,True,30,0.0011285583997060354,large,True
waxman,0.7,0.85,1,orbit,51.0,138.0,89.0,1.7245993818153558e-06,0.9933333333333333,True,30,0.0011285583997060354,large,True
waxman,0.7,0.85,3,spf-reconverge,51.0,148.5,98.0,1.7278603148724103e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,0.85,3,ecmp,51.0,148.5,98.0,1.7278603148724103e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,0.85,3,cspf,51.0,142.5,89.5,1.7235135468062213e-06,0.9933333333333333,True,30,0.0011285583997060354,large,True
waxman,0.7,0.85,3,orbit,51.0,138.0,89.0,1.7245993818153558e-06,0.9933333333333333,True,30,0.0011285583997060354,large,True
waxman,0.7,0.85,5,spf-reconverge,51.0,148.5,98.0,1.7278603148724103e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,0.85,5,ecmp,51.0,148.5,98.0,1.7278603148724103e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,0.85,5,cspf,51.0,142.5,89.5,1.7235135468062213e-06,0.9933333333333333,True,30,0.0011285583997060354,large,True
waxman,0.7,0.85,5,orbit,51.0,138.0,88.5,1.726772765612998e-06,0.9933333333333333,True,30,0.0011285583997060354,large,True
waxman,0.7,0.85,10,spf-reconverge,51.0,148.5,98.0,1.7311263949197288e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,0.85,10,ecmp,51.0,148.5,98.0,1.7311263949197288e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,0.85,10,cspf,51.0,140.0,91.0,1.7224282827430733e-06,0.9933333333333333,True,30,0.0011285583997060354,large,True
waxman,0.7,0.85,10,orbit,51.0,138.5,89.5,1.7191759138770554e-06,0.9933333333333333,True,30,0.0011285583997060354,large,True
waxman,0.7,0.85,20,spf-reconverge,51.0,148.5,97.5,1.7311263949197288e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,0.85,20,ecmp,51.0,148.5,97.5,1.7311263949197288e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,0.85,20,cspf,51.0,142.5,91.0,1.7213435893906393e-06,0.9933333333333333,True,30,0.0011285583997060354,large,True
waxman,0.7,0.85,20,orbit,51.0,138.5,88.5,1.7311263949197288e-06,0.9933333333333333,True,30,0.0011285583997060354,large,True
waxman,0.7,0.85,40,spf-reconverge,45.5,113.0,68.0,1.7180929312456739e-06,0.9944444444444445,True,30,0.0011285583997060354,large,True
waxman,0.7,0.85,40,ecmp,45.5,113.0,68.0,1.7180929312456739e-06,0.9944444444444445,True,30,0.0011285583997060354,large,True
waxman,0.7,0.85,40,cspf,45.5,106.5,62.0,1.7224282827430733e-06,0.9622222222222222,True,30,0.0011285583997060354,large,True
waxman,0.7,0.85,40,orbit,45.5,122.0,76.5,1.726772765612998e-06,0.98,True,30,0.0011285583997060354,large,True
waxman,0.7,0.9,1,spf-reconverge,46.0,141.0,94.5,1.7278603148724103e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,0.9,1,ecmp,46.0,141.0,94.5,1.7278603148724103e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.7,0.9,1,cspf,46.0,134.5,87.0,1.7256857880058036e-06,0.9911111111111112,True,30,0.0011285583997060354,large,True
