experiment,scenario,family,nodes,offered_load,failure,control_mode,algorithm,trial,seed,pdr,pdr_critical,pdr_high,pdr_normal,pdr_low,throughput_mbps,mean_latency_ms,p95_latency_ms,time_to_restore_critical_s,time_to_restore_overall_s,censored,reroutes,preemptions,cascade_depth,time_to_converge_s,peak_restore_critical,optimality_gap,control_seconds,control_calls,blackholed_flow_ticks,wall_clock_s
a8-load-sweep,waxman-n60-load0.9-critical_link-centralised,waxman,60,0.9,critical_link,CENTRALISED,orbit,27,5918369888133392169,0.5195051427875272,0.9277835466917685,0.7751324368120528,0.35979221520506005,0.26424426000057866,6169.490187985635,97.28370058100795,301.295386897305,0.2,0.2,False,209,0,0,0.30000000000000004,0.9551005394351105,,0.15785610002058093,2,2,1.4434829999954673
a8-load-sweep,waxman-n60-load0.9-critical_link-centralised,waxman,60,0.9,critical_link,CENTRALISED,spf-reconverge,27,5918369888133392169,0.4089716792022195,0.7516813262936953,0.4154777890337077,0.3251478974151114,0.31665053333099097,4856.8273038907055,64.10976430206593,150.94115152631144,0.2,0.2,True,6,0,0,0.30000000000000004,1.0,,0.039721699999063276,2,12,0.8471141000045463
a8-load-sweep,waxman-n60-load0.9-critical_link-centralised,waxman,60,0.9,critical_link,CENTRALISED,spf-static,27,5918369888133392169,0.4037422817719797,0.7126992834682946,0.4450545536582955,0.3122921980479746,0.30933804628865796,4794.724518994624,65.7379216675524,150.88852178273146,,0.0,True,0,0,0,0.0,0.9392760027533924,,0.01140020000457298,2,780,0.7290309999953024
a8-load-sweep,waxman-n60-load0.9-critical_link-centralised,waxman,60,0.9,critical_link,CENTRALISED,cspf,28,17630563456941595934,0.6719328331217383,0.9277438483153104,0.773761892051138,0.6546497141856733,0.44214867735630115,3736.3223677850447,60.709763042637476,152.28494447980424,,0.2,True,65,0,0,0.30000000000000004,1.0,,0.12830130002112128,2,6,1.686172700006864
a8-load-sweep,waxman-n60-load0.9-critical_link-centralised,waxman,60,0.9,critical_link,CENTRALISED,ecmp,28,17630563456941595934,0.5002706332109934,0.9132504056129581,0.6482956045511653,0.400107223089154,0.24283267836985015,2781.7845246945576,61.30041029671604,151.7849020547918,0.0,0.0,False,7,0,0,0.30000000000000004,1.0173136732116344,,0.129340500003309,2,14,1.4586458999983734
a8-load-sweep,waxman-n60-load0.9-critical_link-centralised,waxman,60,0.9,critical_link,CENTRALISED,orbit,28,17630563456941595934,0.6426255796763561,0.9633622837771348,0.841875324411264,0.6406762555309319,0.2508987454822824,3573.3576469250834,66.39940575894924,151.84761519265385,0.2,0.2,False,170,0,0,0.30000000000000004,0.9579822447913232,,0.1052071000012802,2,8,1.3721414000028744
a8-load-sweep,waxman-n60-load0.9-critical_link-centralised,waxman,60,0.9,critical_link,CENTRALISED,spf-reconverge,28,17630563456941595934,0.5002706332109934,0.9132504056129581,0.6482956045511653,0.400107223089154,0.24283267836985015,2781.7845246945576,61.30041029671604,151.7849020547918,0.0,0.0,False,7,0,0,0.30000000000000004,1.0173136732116344,,0.035844500016537495,2,14,1.0997468999994453
a8-load-sweep,waxman-n60-load0.9-critical_link-centralised,waxman,60,0.9,critical_link,CENTRALISED,spf-static,28,17630563456941595934,0.48985403008610223,0.863384046322221,0.6638446625270877,0.3864401540357196,0.2305912625252359,2723.8623852583096,60.94865509670054,151.52856972611463,0.0,0.0,False,0,0,0,0.0,0.9524208055110082,,0.010590999998385087,2,910,0.9387966999929631
a8-load-sweep,waxman-n60-load0.9-critical_link-centralised,waxman,60,0.9,critical_link,CENTRALISED,cspf,29,10464798332551005415,0.6678717413106188,0.9903292106205959,0.7989372863158325,0.5581545887882058,0.5088980758628372,5379.497466834191,64.54901036097012,151.75629348594637,0.0,0.0,False,52,0,0,0.30000000000000004,1.0,,0.11235979999764822,2,4,1.4976507000101265
a8-load-sweep,waxman-n60-load0.9-critical_link-centralised,waxman,60,0.9,critical_link,CENTRALISED,ecmp,29,10464798332551005415,0.4789434580103395,0.972900565135581,0.5659570906840882,0.34635996735927516,0.30004545592209675,3857.7393828153345,56.55550073696612,151.25219584167365,0.2,0.2,False,11,0,0,0.30000000000000004,1.0,,0.11286690001725219,2,22,1.1769203000003472
a8-load-sweep,waxman-n60-load0.9-critical_link-centralised,waxman,60,0.9,critical_link,CENTRALISED,orbit,29,10464798332551005415,0.6287422065758137,0.9992109582034513,0.9317643020549052,0.5202986040360483,0.27017347266279623,5064.321333507741,53.54909536790815,150.66398750429434,0.2,0.2,True,186,1,0,0.30000000000000004,1.0,,0.11041989998193458,2,2,1.5768493999930797
a8-load-sweep,waxman-n60-load0.9-critical_link-centralised,waxman,60,0.9,critical_link,CENTRALISED,spf-reconverge,29,10464798332551005415,0.4789434580103395,0.972900565135581,0.5659570906840882,0.34635996735927516,0.30004545592209675,3857.7393828153345,56.55550073696612,151.25219584167365,0.2,0.2,False,11,0,0,0.30000000000000004,1.0,,0.03430940001271665,2,22,0.9334276000008686
