experiment,scenario,family,nodes,offered_load,failure,control_mode,algorithm,trial,seed,pdr,pdr_critical,pdr_high,pdr_normal,pdr_low,throughput_mbps,mean_latency_ms,p95_latency_ms,time_to_restore_critical_s,time_to_restore_overall_s,censored,reroutes,preemptions,cascade_depth,cascade_threshold,cascade_dwell_ticks,cascade_saturated,total_links,time_to_converge_s,peak_restore_critical,optimality_gap,control_seconds,control_calls,blackholed_flow_ticks,wall_clock_s
a10-scale,scale_free-n500-load0.7-critical_link-centralised-deg4.0,scale_free,500,0.7,critical_link,CENTRALISED,ecmp,24,11821904427547105392,0.58584507715338,0.9724133024027292,0.7422020530530378,0.49347755280718963,0.3235022411623043,20958.921934694074,45.68274464083704,112.50442864271069,0.0,0.0,False,61,0,0,0.98,3,False,1992,0.30000000000000004,0.9990252133366593,,15.33385859997361,2,22,157.5089816999971
a10-scale,scale_free-n500-load0.7-critical_link-centralised-deg4.0,scale_free,500,0.7,critical_link,CENTRALISED,orbit,24,11821904427547105392,0.7821249885784776,0.999915882845168,0.9966418351797214,0.9076217006526163,0.2651830779783088,27980.94106797127,48.6393872419283,108.43216225382304,0.0,0.0,False,1252,0,0,0.98,3,False,1992,0.30000000000000004,1.0,,7.2394488000136334,2,12,183.47037719999207
a10-scale,scale_free-n500-load0.7-critical_link-centralised-deg4.0,scale_free,500,0.7,critical_link,CENTRALISED,spf-reconverge,24,11821904427547105392,0.49683103141478646,0.8989763274218259,0.5876853761233947,0.4004036672261357,0.294585741027692,17774.39669332548,45.36288955834767,154.015,0.0,0.0,False,45,0,0,0.98,3,False,1992,0.30000000000000004,1.0025618481967746,,2.689893499977188,2,90,49.89019380000536
a10-scale,scale_free-n500-load0.7-critical_link-centralised-deg4.0,scale_free,500,0.7,critical_link,CENTRALISED,spf-static,24,11821904427547105392,0.49259634358634224,0.8830379465325118,0.5916315136727223,0.39160943782536756,0.2958405245067883,17622.898464398786,45.55981894353862,154.012,0.0,0.0,False,0,0,0,0.98,3,False,1992,0.0,0.9817447532293182,,1.2846048999927007,2,5850,46.614037500025006
a10-scale,scale_free-n500-load0.7-critical_link-centralised-deg4.0,scale_free,500,0.7,critical_link,CENTRALISED,cspf,25,8774695787466826026,0.7015792170019517,0.9919124687695707,0.9058905883443983,0.6284332255312209,0.4281791500610232,28208.226141430107,69.37622072599007,155.17483282926938,0.0,0.0,False,267,0,0,0.98,3,False,1992,0.30000000000000004,1.0,,11.591660700010834,2,12,135.4854492000013
a10-scale,scale_free-n500-load0.7-critical_link-centralised-deg4.0,scale_free,500,0.7,critical_link,CENTRALISED,ecmp,25,8774695787466826026,0.5687595000539678,0.9661531148548379,0.7100386248522884,0.4822582493622847,0.3099122221645909,22867.975859046037,50.146066523093154,110.28797364739818,0.0,0.0,False,53,0,0,0.98,3,False,1992,0.30000000000000004,1.0005875934823447,,15.68659030002891,2,12,160.74875179998344
a10-scale,scale_free-n500-load0.7-critical_link-centralised-deg4.0,scale_free,500,0.7,critical_link,CENTRALISED,orbit,25,8774695787466826026,0.7003684257517001,0.9999033135556202,0.9975013903127845,0.7366551576193382,0.18299080347731883,28159.544150046284,59.459857776349764,154.0290287646174,0.0,0.0,True,1310,0,0,0.98,3,False,1992,0.30000000000000004,1.0,,8.084470100002363,2,8,154.88161400001263
a10-scale,scale_free-n500-load0.7-critical_link-centralised-deg4.0,scale_free,500,0.7,critical_link,CENTRALISED,spf-reconverge,25,8774695787466826026,0.46917284581231605,0.8916829672935231,0.5568265454702965,0.3647400766483461,0.2714113625308586,18863.919302865146,49.434857072045695,105.22601238578108,0.0,0.0,False,44,0,0,0.98,3,False,1992,0.30000000000000004,1.0097976135278504,,2.6867849999980535,2,88,47.39714409998851
a10-scale,scale_free-n500-load0.7-critical_link-centralised-deg4.0,scale_free,500,0.7,critical_link,CENTRALISED,spf-static,25,8774695787466826026,0.465298128583985,0.8726332212069322,0.5587465194588869,0.36322483315391096,0.2678777304133023,18708.129483038494,49.114030926367846,153.0,0.0,0.0,False,0,0,0,0.98,3,False,1992,0.0,0.9845577383185339,,1.270405999966897,2,5720,46.21908710000571
a10-scale,scale_free-n500-load0.7-critical_link-centralised-deg4.0,scale_free,500,0.7,critical_link,CENTRALISED,cspf,26,16508112617882017923,0.725223956203139,0.993201495096266,0.9020857125308076,0.6490806445384946,0.49600358368907443,27016.96001442766,71.08116894833115,155.2346129291458,0.0,0.0,False,499,0,0,0.98,3,False,1992,0.30000000000000004,1.001819314130407,,10.391246900020633,2,20,144.88760529999854
