experiment,scenario,family,nodes,offered_load,failure,algorithm,trial,seed,flows,live_links,bound,achieved,optimality_gap
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,orbit,6,10448281135995318093,30,29,59483.377154071735,59467.00645840058,0.00027521463061441764
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,spf-reconverge,6,10448281135995318093,30,29,59483.377154071735,59458.58282855876,0.00041682780466134606
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,spf-static,6,10448281135995318093,30,29,59483.377154071735,59458.58282855876,0.00041682780466134606
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,cspf,7,14400158129999413334,30,29,50161.71537477774,50147.18042097742,0.00028976189693119547
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,ecmp,7,14400158129999413334,30,29,50161.71537477774,50147.18042097742,0.00028976189693119547
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,orbit,7,14400158129999413334,30,29,50161.71537477774,50147.18042097742,0.00028976189693119547
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,spf-reconverge,7,14400158129999413334,30,29,50161.71537477774,50147.18042097742,0.00028976189693119547
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,spf-static,7,14400158129999413334,30,29,50161.71537477774,50147.18042097742,0.00028976189693119547
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,cspf,8,2120785179499362363,30,29,64351.532848525596,64351.532848525574,3.3306690738754696e-16
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,ecmp,8,2120785179499362363,30,29,64351.532848525596,64351.532848525574,3.3306690738754696e-16
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,orbit,8,2120785179499362363,30,29,64351.532848525596,64351.532848525574,3.3306690738754696e-16
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,spf-reconverge,8,2120785179499362363,30,29,64351.532848525596,64351.532848525574,3.3306690738754696e-16
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,spf-static,8,2120785179499362363,30,29,64351.532848525596,64351.532848525574,3.3306690738754696e-16
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,cspf,9,9224549112832073543,30,29,62822.36269462181,62532.99248180518,0.004606165709227561
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,ecmp,9,9224549112832073543,30,29,62822.36269462181,62532.99248180518,0.004606165709227561
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,orbit,9,9224549112832073543,30,29,62822.36269462181,62532.99248180518,0.004606165709227561
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,spf-reconverge,9,9224549112832073543,30,29,62822.36269462181,62532.99248180518,0.004606165709227561
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,spf-static,9,9224549112832073543,30,29,62822.36269462181,62532.99248180518,0.004606165709227561
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,cspf,10,10301784873989052932,30,29,61792.73251925973,61759.38409844886,0.0005396819245769846
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,ecmp,10,10301784873989052932,30,29,61792.73251925973,61759.38409844886,0.0005396819245769846
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,orbit,10,10301784873989052932,30,29,61792.73251925973,61759.38409844886,0.0005396819245769846
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,spf-reconverge,10,10301784873989052932,30,29,61792.73251925973,61759.38409844886,0.0005396819245769846
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,spf-static,10,10301784873989052932,30,29,61792.73251925973,61759.38409844886,0.0005396819245769846
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,cspf,11,3042336367652791563,30,29,70589.36851561442,70586.43997783084,4.148695257033541e-05
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,ecmp,11,3042336367652791563,30,29,70589.36851561442,70570.27266244254,0.0002705202436774634
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,orbit,11,3042336367652791563,30,29,70589.36851561442,70589.36851561439,4.440892098500626e-16
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,spf-reconverge,11,3042336367652791563,30,29,70589.36851561442,70570.27266244254,0.0002705202436774634
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,spf-static,11,3042336367652791563,30,29,70589.36851561442,70570.27266244254,0.0002705202436774634
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,cspf,12,13691919308416547824,30,29,68352.40255713568,68339.95866243119,0.0001820549715729758
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,ecmp,12,13691919308416547824,30,29,68352.40255713568,68335.02398378505,0.00025424963425535463
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,orbit,12,13691919308416547824,30,29,68352.40255713568,68352.40255713568,0.0
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,spf-reconverge,12,13691919308416547824,30,29,68352.40255713568,68335.02398378505,0.00025424963425535463
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,spf-static,12,13691919308416547824,30,29,68352.40255713568,68335.02398378505,0.00025424963425535463
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,cspf,13,6574151408828411469,30,29,67999.81252648805,67476.96075703582,0.007689017807932408
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,ecmp,13,6574151408828411469,30,29,67999.81252648805,67465.6899423105,0.007854765540265096
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,orbit,13,6574151408828411469,30,29,67999.81252648805,67476.96075703582,0.007689017807932408
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,spf-reconverge,13,6574151408828411469,30,29,67999.81252648805,67465.6899423105,0.007854765540265096
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,spf-static,13,6574151408828411469,30,29,67999.81252648805,67465.6899423105,0.007854765540265096
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,cspf,14,4047208968419139151,30,29,58620.64508419859,58359.54003898864,0.0044541482754909545
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,ecmp,14,4047208968419139151,30,29,58620.64508419859,58528.63313720691,0.0015696167597528676
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,orbit,14,4047208968419139151,30,29,58620.64508419859,58528.63313720691,0.0015696167597528676
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,spf-reconverge,14,4047208968419139151,30,29,58620.64508419859,58528.63313720691,0.0015696167597528676
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,spf-static,14,4047208968419139151,30,29,58620.64508419859,58528.63313720691,0.0015696167597528676
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,cspf,15,10493056041548333990,30,29,64662.07852736332,64652.829776115446,0.0001430320747262126
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,ecmp,15,10493056041548333990,30,29,64662.07852736332,64652.829776115446,0.0001430320747262126
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,orbit,15,10493056041548333990,30,29,64662.07852736332,64647.44799294587,0.00022626143097559392
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,spf-reconverge,15,10493056041548333990,30,29,64662.07852736332,64652.829776115446,0.0001430320747262126
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,spf-static,15,10493056041548333990,30,29,64662.07852736332,64652.829776115446,0.0001430320747262126
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,cspf,16,11297352937502509063,30,29,60533.39024066874,60486.54027214742,0.0007739524968791711
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,ecmp,16,11297352937502509063,30,29,60533.39024066874,60486.54027214742,0.0007739524968791711
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,orbit,16,11297352937502509063,30,29,60533.39024066874,60486.54027214742,0.0007739524968791711
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,spf-reconverge,16,11297352937502509063,30,29,60533.39024066874,60486.54027214742,0.0007739524968791711
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,spf-static,16,11297352937502509063,30,29,60533.39024066874,60486.54027214742,0.0007739524968791711
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,cspf,17,1710804340980051508,30,29,54253.43010169543,54253.43010169542,1.1102230246251565e-16
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,ecmp,17,1710804340980051508,30,29,54253.43010169543,54253.43010169542,1.1102230246251565e-16
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,orbit,17,1710804340980051508,30,29,54253.43010169543,54253.43010169542,1.1102230246251565e-16
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,spf-reconverge,17,1710804340980051508,30,29,54253.43010169543,54253.43010169542,1.1102230246251565e-16
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,spf-static,17,1710804340980051508,30,29,54253.43010169543,54253.43010169542,1.1102230246251565e-16
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,cspf,18,16800015651221617676,30,29,68356.79498519118,68299.67859834988,0.0008355626803988603
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,ecmp,18,16800015651221617676,30,29,68356.79498519118,68299.67859834988,0.0008355626803988603
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,orbit,18,16800015651221617676,30,29,68356.79498519118,68299.67859834988,0.0008355626803988603
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,spf-reconverge,18,16800015651221617676,30,29,68356.79498519118,68299.67859834988,0.0008355626803988603
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,spf-static,18,16800015651221617676,30,29,68356.79498519118,68299.67859834988,0.0008355626803988603
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,cspf,19,15917668965089149872,30,29,62281.3195423889,62278.93212413692,3.8332814229380396e-05
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,ecmp,19,15917668965089149872,30,29,62281.3195423889,62273.464585913935,0.00012612058531635828
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,orbit,19,15917668965089149872,30,29,62281.3195423889,62280.65873583304,1.0610028186808229e-05
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,spf-reconverge,19,15917668965089149872,30,29,62281.3195423889,62273.464585913935,0.00012612058531635828
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,spf-static,19,15917668965089149872,30,29,62281.3195423889,62273.464585913935,0.00012612058531635828
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,cspf,20,6676223193047963211,30,29,72095.31983565533,71915.78328852942,0.0024902663242937217
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,ecmp,20,6676223193047963211,30,29,72095.31983565533,71908.34712845246,0.0025934097751294516
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,orbit,20,6676223193047963211,30,29,72095.31983565533,71915.78328852942,0.0024902663242937217
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,spf-reconverge,20,6676223193047963211,30,29,72095.31983565533,71908.34712845246,0.0025934097751294516
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,spf-static,20,6676223193047963211,30,29,72095.31983565533,71908.34712845246,0.0025934097751294516
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,cspf,21,5029698712601943051,30,29,61912.09365302047,61911.661361794955,6.982338990768611e-06
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,ecmp,21,5029698712601943051,30,29,61912.09365302047,61908.85954587504,5.22370825246643e-05
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,orbit,21,5029698712601943051,30,29,61912.09365302047,61912.093653020456,2.220446049250313e-16
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,spf-reconverge,21,5029698712601943051,30,29,61912.09365302047,61908.85954587504,5.22370825246643e-05
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,spf-static,21,5029698712601943051,30,29,61912.09365302047,61908.85954587504,5.22370825246643e-05
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,cspf,22,13344396753335138040,30,29,47867.87298543751,47863.71341560195,8.689690132723804e-05
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,ecmp,22,13344396753335138040,30,29,47867.87298543751,47743.03024947229,0.0026080694248352687
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,orbit,22,13344396753335138040,30,29,47867.87298543751,47867.87298543751,0.0
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,spf-reconverge,22,13344396753335138040,30,29,47867.87298543751,47743.03024947229,0.0026080694248352687
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,spf-static,22,13344396753335138040,30,29,47867.87298543751,47743.03024947229,0.0026080694248352687
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,cspf,23,7915189637055523936,30,29,57059.42912892283,57049.39647025132,0.00017582823425799088
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,ecmp,23,7915189637055523936,30,29,57059.42912892283,57049.39647025132,0.00017582823425799088
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,orbit,23,7915189637055523936,30,29,57059.42912892283,57049.39647025132,0.00017582823425799088
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,spf-reconverge,23,7915189637055523936,30,29,57059.42912892283,57049.39647025132,0.00017582823425799088
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,spf-static,23,7915189637055523936,30,29,57059.42912892283,57049.39647025132,0.00017582823425799088
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,cspf,24,14665832237605734194,30,29,69381.05716134043,69127.92062777815,0.0036484963463966347
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,ecmp,24,14665832237605734194,30,29,69381.05716134043,68968.85182090467,0.005941179873884095
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,orbit,24,14665832237605734194,30,29,69381.05716134043,69127.92062777815,0.0036484963463966347
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,spf-reconverge,24,14665832237605734194,30,29,69381.05716134043,68968.85182090467,0.005941179873884095
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,spf-static,24,14665832237605734194,30,29,69381.05716134043,68968.85182090467,0.005941179873884095
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,cspf,25,17481772061973077583,30,29,63718.65833359525,63186.99040469311,0.008343991270478801
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,ecmp,25,17481772061973077583,30,29,63718.65833359525,63186.99040469311,0.008343991270478801
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,orbit,25,17481772061973077583,30,29,63718.65833359525,63186.99040469311,0.008343991270478801
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,spf-reconverge,25,17481772061973077583,30,29,63718.65833359525,63186.99040469311,0.008343991270478801
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,spf-static,25,17481772061973077583,30,29,63718.65833359525,63186.99040469311,0.008343991270478801
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,cspf,26,15294370850042248549,30,29,65803.00821895964,65758.37927386352,0.0006782204386099888
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,ecmp,26,15294370850042248549,30,29,65803.00821895964,65769.15494743949,0.0005144638890597353
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,orbit,26,15294370850042248549,30,29,65803.00821895964,65769.15494743949,0.0005144638890597353
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,spf-reconverge,26,15294370850042248549,30,29,65803.00821895964,65769.15494743949,0.0005144638890597353
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,spf-static,26,15294370850042248549,30,29,65803.00821895964,65769.15494743949,0.0005144638890597353
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,cspf,27,1416459544509055394,30,29,67229.14821516548,67091.51363001399,0.0020472457082305606
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,ecmp,27,1416459544509055394,30,29,67229.14821516548,67091.51363001399,0.0020472457082305606
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,orbit,27,1416459544509055394,30,29,67229.14821516548,67091.51363001399,0.0020472457082305606
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,spf-reconverge,27,1416459544509055394,30,29,67229.14821516548,67091.51363001399,0.0020472457082305606
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,spf-static,27,1416459544509055394,30,29,67229.14821516548,67091.51363001399,0.0020472457082305606
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,cspf,28,16741311236384607515,30,29,67365.15639577492,67324.62352821272,0.0006016889105707746
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,ecmp,28,16741311236384607515,30,29,67365.15639577492,67324.62352821272,0.0006016889105707746
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,orbit,28,16741311236384607515,30,29,67365.15639577492,67361.11950083182,5.992556328948684e-05
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,spf-reconverge,28,16741311236384607515,30,29,67365.15639577492,67324.62352821272,0.0006016889105707746
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,spf-static,28,16741311236384607515,30,29,67365.15639577492,67324.62352821272,0.0006016889105707746
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,cspf,29,16667703297019675562,30,29,53354.40816814307,53354.408168143054,2.220446049250313e-16
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,ecmp,29,16667703297019675562,30,29,53354.40816814307,53354.408168143054,2.220446049250313e-16
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,orbit,29,16667703297019675562,30,29,53354.40816814307,53354.408168143054,2.220446049250313e-16
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,spf-reconverge,29,16667703297019675562,30,29,53354.40816814307,53354.408168143054,2.220446049250313e-16
a10-optimality,ring-n15-load0.5-critical_link-centralised,ring,15,0.5,critical_link,spf-static,29,16667703297019675562,30,29,53354.40816814307,53354.408168143054,2.220446049250313e-16
a10-optimality,ring-n15-load0.5-none-centralised,ring,15,0.5,none,cspf,0,12876452574418780084,30,30,65232.23627720032,65232.23627720031,1.1102230246251565e-16
a10-optimality,ring-n15-load0.5-none-centralised,ring,15,0.5,none,ecmp,0,12876452574418780084,30,30,65232.23627720032,65232.23627720031,1.1102230246251565e-16
a10-optimality,ring-n15-load0.5-none-centralised,ring,15,0.5,none,orbit,0,12876452574418780084,30,30,65232.23627720032,65232.23627720031,1.1102230246251565e-16
a10-optimality,ring-n15-load0.5-none-centralised,ring,15,0.5,none,spf-reconverge,0,12876452574418780084,30,30,65232.23627720032,65232.23627720031,1.1102230246251565e-16
a10-optimality,ring-n15-load0.5-none-centralised,ring,15,0.5,none,spf-static,0,12876452574418780084,30,30,65232.23627720032,65232.23627720031,1.1102230246251565e-16
a10-optimality,ring-n15-load0.5-none-centralised,ring,15,0.5,none,cspf,1,12079767322685316884,30,30,67046.76467040651,67046.76467040648,4.440892098500626e-16
a10-optimality,ring-n15-load0.5-none-centralised,ring,15,0.5,none,ecmp,1,12079767322685316884,30,30,67046.76467040651,67046.76467040648,4.440892098500626e-16
a10-optimality,ring-n15-load0.5-none-centralised,ring,15,0.5,none,orbit,1,12079767322685316884,30,30,67046.76467040651,67046.76467040648,4.440892098500626e-16
a10-optimality,ring-n15-load0.5-none-centralised,ring,15,0.5,none,spf-reconverge,1,12079767322685316884,30,30,67046.76467040651,67046.76467040648,4.440892098500626e-16
a10-optimality,ring-n15-load0.5-none-centralised,ring,15,0.5,none,spf-static,1,12079767322685316884,30,30,67046.76467040651,67046.76467040648,4.440892098500626e-16
a10-optimality,ring-n15-load0.5-none-centralised,ring,15,0.5,none,cspf,2,11411235833788403982,30,30,69119.93897541438,69119.93897541439,0.0
a10-optimality,ring-n15-load0.5-none-centralised,ring,15,0.5,none,ecmp,2,11411235833788403982,30,30,69119.93897541438,69117.19183257302,3.97445785120798e-05
a10-optimality,ring-n15-load0.5-none-centralised,ring,15,0.5,none,orbit,2,11411235833788403982,30,30,69119.93897541438,69119.93897541439,0.0
a10-optimality,ring-n15-load0.5-none-centralised,ring,15,0.5,none,spf-reconverge,2,11411235833788403982,30,30,69119.93897541438,69117.19183257302,3.97445785120798e-05
a10-optimality,ring-n15-load0.5-none-centralised,ring,15,0.5,none,spf-static,2,11411235833788403982,30,30,69119.93897541438,69117.19183257302,3.97445785120798e-05
a10-optimality,ring-n15-load0.5-none-centralised,ring,15,0.5,none,cspf,3,14386189649716380254,30,30,58065.70995782831,58065.70995782831,0.0
a10-optimality,ring-n15-load0.5-none-centralised,ring,15,0.5,none,ecmp,3,14386189649716380254,30,30,58065.70995782831,58065.64053611199,1.1955716440192887e-06
a10-optimality,ring-n15-load0.5-none-centralised,ring,15,0.5,none,orbit,3,14386189649716380254,30,30,58065.70995782831,58065.70995782831,0.0
a10-optimality,ring-n15-load0.5-none-centralised,ring,15,0.5,none,spf-reconverge,3,14386189649716380254,30,30,58065.70995782831,58065.64053611199,1.1955716440192887e-06
a10-optimality,ring-n15-load0.5-none-centralised,ring,15,0.5,none,spf-static,3,14386189649716380254,30,30,58065.70995782831,58065.64053611199,1.1955716440192887e-06
a10-optimality,ring-n15-load0.5-none-centralised,ring,15,0.5,none,cspf,4,12886075917162886760,30,30,69131.33388910069,69131.33388910067,2.220446049250313e-16
a10-optimality,ring-n15-load0.5-none-centralised,ring,15,0.5,none,ecmp,4,12886075917162886760,30,30,69131.33388910069,69131.33388910067,2.220446049250313e-16
a10-optimality,ring-n15-load0.5-none-centralised,ring,15,0.5,none,orbit,4,12886075917162886760,30,30,69131.33388910069,69131.33388910067,2.220446049250313e-16
a10-optimality,ring-n15-load0.5-none-centralised,ring,15,0.5,none,spf-reconverge,4,12886075917162886760,30,30,69131.33388910069,69131.33388910067,2.220446049250313e-16
a10-optimality,ring-n15-load0.5-none-centralised,ring,15,0.5,none,spf-static,4,12886075917162886760,30,30,69131.33388910069,69131.33388910067,2.220446049250313e-16
a10-optimality,ring-n15-load0.5-none-centralised,ring,15,0.5,none,cspf,5,2063312387745190195,30,30,61607.203627929775,61607.203627929775,0.0
a10-optimality,ring-n15-load0.5-none-centralised,ring,15,0.5,none,ecmp,5,2063312387745190195,30,30,61607.203627929775,61607.203627929775,0.0
a10-optimality,ring-n15-load0.5-none-centralised,ring,15,0.5,none,orbit,5,2063312387745190195,30,30,61607.203627929775,61607.203627929775,0.0
a10-optimality,ring-n15-load0.5-none-centralised,ring,15,0.5,none,spf-reconverge,5,2063312387745190195,30,30,61607.203627929775,61607.203627929775,0.0
a10-optimality,ring-n15-load0.5-none-centralised,ring,15,0.5,none,spf-static,5,2063312387745190195,30,30,61607.203627929775,61607.203627929775,0.0
a10-optimality,ring-n15-load0.5-none-centralised,ring,15,0.5,none,cspf,6,6675981544820234241,30,30,61323.47606865372,61323.47606865372,0.0
a10-optimality,ring-n15-load0.5-none-centralised,ring,15,0.5,none,ecmp,6,6675981544820234241,30,30,61323.47606865372,61323.47606865372,0.0
a10-optimality,ring-n15-load0.5-none-centralised,ring,15,0.5,none,orbit,6,6675981544820234241,30,30,61323.47606865372,61323.47606865372,0.0
a10-optimality,ring-n15-load0.5-none-centralised,ring,15,0.5,none,spf-reconverge,6,6675981544820234241,30,30,61323.47606865372,61323.47606865372,0.0
a10-optimality,ring-n15-load0.5-none-centralised,ring,15,0.5,none,spf-static,6,6675981544820234241,30,30,61323.47606865372,61323.47606865372,0.0
a10-optimality,ring-n15-load0.5-none-centralised,ring,15,0.5,none,cspf,7,4653786011107790106,30,30,63282.948334056186,63282.948334056186,0.0
a10-optimality,ring-n15-load0.5-none-centralised,ring,15,0.5,none,ecmp,7,4653786011107790106,30,30,63282.948334056186,63282.948334056186,0.0
a10-optimality,ring-n15-load0.5-none-centralised,ring,15,0.5,none,orbit,7,4653786011107790106,30,30,63282.948334056186,63282.948334056186,0.0
a10-optimality,ring-n15-load0.5-none-centralised,ring,15,0.5,none,spf-reconverge,7,4653786011107790106,30,30,63282.948334056186,63282.948334056186,0.0
a10-optimality,ring-n15-load0.5-none-centralised,ring,15,0.5,none,spf-static,7,4653786011107790106,30,30,63282.948334056186,63282.948334056186,0.0
a10-optimality,ring-n15-load0.5-none-centralised,ring,15,0.5,none,cspf,8,13423839949985929935,30,30,50521.369356927,50521.36935692698,4.440892098500626e-16
a10-optimality,ring-n15-load0.5-none-centralised,ring,15,0.5,none,ecmp,8,13423839949985929935,30,30,50521.369356927,50520.01268428642,2.6853441580376725e-05
a10-optimality,ring-n15-load0.5-none-centralised,ring,15,0.5,none,orbit,8,13423839949985929935,30,30,50521.369356927,50521.36935692698,4.440892098500626e-16
a10-optimality,ring-n15-load0.5-none-centralised,ring,15,0.5,none,spf-reconverge,8,13423839949985929935,30,30,50521.369356927,50520.01268428642,2.6853441580376725e-05
a10-optimality,ring-n15-load0.5-none-centralised,ring,15,0.5,none,spf-static,8,13423839949985929935,30,30,50521.369356927,50520.01268428642,2.6853441580376725e-05
a10-optimality,ring-n15-load0.5-none-centralised,ring,15,0.5,none,cspf,9,16593237339050282812,30,30,67636.07711168622,67622.83344842732,0.00019580767874849414
a10-optimality,ring-n15-load0.5-none-centralised,ring,15,0.5,none,ecmp,9,16593237339050282812,30,30,67636.07711168622,67595.00216645216,0.0006072934296030841
a10-optimality,ring-n15-load0.5-none-centralised,ring,15,0.5,none,orbit,9,16593237339050282812,30,30,67636.07711168622,67612.87806411566,0.0003429981240964386
