experiment,scenario,family,nodes,offered_load,failure,control_mode,algorithm,trial,seed,pdr,pdr_critical,pdr_high,pdr_normal,pdr_low,throughput_mbps,mean_latency_ms,p95_latency_ms,time_to_restore_critical_s,time_to_restore_overall_s,censored,reroutes,preemptions,backup_activations,cascade_depth,cascade_threshold,cascade_dwell_ticks,cascade_saturated,total_links,time_to_converge_s,peak_restore_critical,optimality_gap,control_seconds,control_calls,blackholed_flow_ticks,wall_clock_s
a11-mechanisms,grid-n60-load0.9-cascading-centralised,grid,60,0.9,cascading,CENTRALISED,orbit-no-protection,1,11077608546085424007,0.15599095274231412,0.1300568046953544,0.2311914409496441,0.15618540755983404,0.09262525062087748,521.710053301988,13.640778357650724,104.04260122337675,,0.0,True,334,3,0,57,0.98,3,False,224,0.0,0.1930685745764308,,0.28062580002006143,6,18339,0.8418457999941893
a11-mechanisms,grid-n60-load0.9-cascading-centralised,grid,60,0.9,cascading,CENTRALISED,orbit-restoration-only,1,11077608546085424007,0.15599095274231412,0.1300568046953544,0.2311914409496441,0.15618540755983404,0.09262525062087748,521.710053301988,13.641041316278296,104.04260122337675,,0.0,True,333,0,0,57,0.98,3,False,224,0.0,0.1930685745764308,,0.23865409998688847,6,18339,0.7610974999843165
a11-mechanisms,grid-n60-load0.9-cascading-centralised,grid,60,0.9,cascading,CENTRALISED,cspf,2,2723772585730228078,0.14918218819737247,0.1331848152022361,0.18102319025555622,0.11634160858563902,0.17011403206117715,482.5959850450685,16.507319904580427,105.06010362153565,,,True,202,0,0,66,0.98,3,False,224,0.1,0.22621516363487973,,0.2545703000505455,6,18840,0.7382986000156961
a11-mechanisms,grid-n60-load0.9-cascading-centralised,grid,60,0.9,cascading,CENTRALISED,orbit,2,2723772585730228078,0.24137250321044004,0.2330193892449928,0.27446584061691065,0.27402325960865714,0.17089735217220173,780.8264670010244,8.737634970971794,54.23994968615695,,0.2,True,319,8,1,48,0.98,3,False,224,0.30000000000000004,0.44645354884600214,,0.2459233999834396,5,16976,0.8688265000237152
a11-mechanisms,grid-n60-load0.9-cascading-centralised,grid,60,0.9,cascading,CENTRALISED,orbit-no-damping,2,2723772585730228078,0.24137250321044004,0.2330193892449928,0.27446584061691065,0.27402325960865714,0.17089735217220173,780.8264670010244,8.737634970971794,54.23994968615695,,0.2,True,319,8,1,48,0.98,3,False,224,0.30000000000000004,0.44645354884600214,,0.20243960001971573,5,16976,0.7994681000127457
a11-mechanisms,grid-n60-load0.9-cascading-centralised,grid,60,0.9,cascading,CENTRALISED,orbit-no-preemption,2,2723772585730228078,0.2095559121936063,0.20517539623741984,0.2521637980782479,0.23142106701938803,0.14226189014103166,677.9015852300826,9.736400924421526,57.30800597023361,,,True,320,0,1,52,0.98,3,False,224,0.0,0.37848303459000654,,0.2740234999801032,6,17628,0.766557399998419
a11-mechanisms,grid-n60-load0.9-cascading-centralised,grid,60,0.9,cascading,CENTRALISED,orbit-no-protection,2,2723772585730228078,0.19837918897881426,0.15918221936589505,0.2520710147079075,0.21799525177611995,0.1408133528179373,641.7455144913799,10.188133008533521,57.158805765405575,,0.0,True,325,11,0,52,0.98,3,False,224,0.30000000000000004,0.29211255272452336,,0.23546499994699843,6,17778,0.8274020000244491
a11-mechanisms,grid-n60-load0.9-cascading-centralised,grid,60,0.9,cascading,CENTRALISED,orbit-restoration-only,2,2723772585730228078,0.22477573747604632,0.20207331356758745,0.2737982015483291,0.2421643570866096,0.16639111483121824,727.1368636714692,10.022812302799148,56.247920250650076,,0.0,True,322,0,0,53,0.98,3,False,224,0.0,0.3993761827932525,,0.22123930000816472,6,17241,0.7980997999839019
a11-mechanisms,grid-n60-load0.9-cascading-centralised,grid,60,0.9,cascading,CENTRALISED,cspf,3,18103702768347515071,0.21300588705749207,0.14828674222242466,0.17371838099197734,0.2828093836898181,0.1883140710902686,714.1916807959618,9.79404599262209,55.41997925994981,,0.0,True,169,0,0,48,0.98,3,False,224,0.0,0.3286471480783514,,0.26077610001084395,5,17201,0.8787809000059497
a11-mechanisms,grid-n60-load0.9-cascading-centralised,grid,60,0.9,cascading,CENTRALISED,orbit,3,18103702768347515071,0.28199872705166973,0.18825237386803179,0.2639041894499122,0.3062902509898881,0.31930946880433275,945.5191480270863,7.2909375158951235,9.131524290599629,0.0,0.0,False,201,2,0,35,0.98,3,False,224,0.0,0.48553438853050546,,0.1918813000083901,4,15723,0.8006254000065383
a11-mechanisms,grid-n60-load0.9-cascading-centralised,grid,60,0.9,cascading,CENTRALISED,orbit-no-damping,3,18103702768347515071,0.28199872705166973,0.18825237386803179,0.2639041894499122,0.3062902509898881,0.31930946880433275,945.5191480270863,7.2909375158951235,9.131524290599629,0.0,0.0,False,201,2,0,35,0.98,3,False,224,0.0,0.48553438853050546,,0.15981709997868165,4,15723,0.763104999990901
a11-mechanisms,grid-n60-load0.9-cascading-centralised,grid,60,0.9,cascading,CENTRALISED,orbit-no-preemption,3,18103702768347515071,0.2685907342484734,0.18825237386803179,0.236289458667821,0.2882380434658692,0.31919151045730004,900.563221932751,7.6788099476203495,52.02717143242841,0.0,0.0,False,203,0,0,36,0.98,3,False,224,0.0,0.48553438853050546,,0.17412020001211204,4,16011,0.8594482000044081
a11-mechanisms,grid-n60-load0.9-cascading-centralised,grid,60,0.9,cascading,CENTRALISED,orbit-no-protection,3,18103702768347515071,0.28199872705166973,0.18825237386803179,0.2639041894499122,0.3062902509898881,0.31930946880433275,945.5191480270863,7.2909375158951235,9.131524290599629,0.0,0.0,False,201,2,0,35,0.98,3,False,224,0.0,0.48553438853050546,,0.2176707999606151,4,15723,0.8169798000017181
a11-mechanisms,grid-n60-load0.9-cascading-centralised,grid,60,0.9,cascading,CENTRALISED,orbit-restoration-only,3,18103702768347515071,0.2685907342484734,0.18825237386803179,0.236289458667821,0.2882380434658692,0.31919151045730004,900.563221932751,7.6788099476203495,52.02717143242841,0.0,0.0,False,203,0,0,36,0.98,3,False,224,0.0,0.48553438853050546,,0.13838069996563718,4,16011,0.719109199999366
a11-mechanisms,grid-n60-load0.9-cascading-centralised,grid,60,0.9,cascading,CENTRALISED,cspf,4,18071036107753786456,0.19675474997391476,0.2659445042737619,0.2060982341177454,0.10963104502607016,0.2642330416796995,608.1159299315603,12.182532570395441,58.83564732027486,,0.0,True,157,0,0,55,0.98,3,False,224,0.30000000000000004,0.46871794449526705,,0.22035769996000454,5,17399,0.7520158000115771
a11-mechanisms,grid-n60-load0.9-cascading-centralised,grid,60,0.9,cascading,CENTRALISED,orbit,4,18071036107753786456,0.17265953107886356,0.2789170412080518,0.1534034118208597,0.13700233913613077,0.17986168968015598,533.6440991513062,13.130663129776327,62.90212362911143,,,True,316,13,1,53,0.98,3,False,224,0.30000000000000004,0.3914487722089705,,0.24311990002752282,6,17906,0.7060470000142232
a11-mechanisms,grid-n60-load0.9-cascading-centralised,grid,60,0.9,cascading,CENTRALISED,orbit-no-damping,4,18071036107753786456,0.17265953107886356,0.2789170412080518,0.1534034118208597,0.13700233913613077,0.17986168968015598,533.6440991513062,13.130663129776327,62.90212362911143,,,True,316,13,1,53,0.98,3,False,224,0.30000000000000004,0.3914487722089705,,0.1523925000219606,6,17906,0.5951072000025306
a11-mechanisms,grid-n60-load0.9-cascading-centralised,grid,60,0.9,cascading,CENTRALISED,orbit-no-preemption,4,18071036107753786456,0.1937557525549337,0.37264857249648387,0.15455279094341504,0.1365016034353812,0.20887057529512718,598.846836786171,10.429756164349817,57.262789643990324,,0.2,True,284,0,1,49,0.98,3,False,224,0.30000000000000004,0.6038186346427669,,0.17350160001660697,5,17462,0.6797647000057623
a11-mechanisms,grid-n60-load0.9-cascading-centralised,grid,60,0.9,cascading,CENTRALISED,orbit-no-protection,4,18071036107753786456,0.17265953107886356,0.2789170412080518,0.1534034118208597,0.13700233913613077,0.17986168968015598,533.6440991513062,13.13065647930452,62.90212362911143,,,True,316,13,0,53,0.98,3,False,224,0.30000000000000004,0.3914487722089705,,0.27774840002530254,6,17906,0.8199522999930196
a11-mechanisms,grid-n60-load0.9-cascading-centralised,grid,60,0.9,cascading,CENTRALISED,orbit-restoration-only,4,18071036107753786456,0.1937557525549337,0.37264857249648387,0.15455279094341504,0.1365016034353812,0.20887057529512718,598.846836786171,10.429756164349817,57.262789643990324,,0.2,True,284,0,0,49,0.98,3,False,224,0.30000000000000004,0.6038186346427669,,0.25334579998161644,5,17462,0.7574821999878623
a11-mechanisms,grid-n60-load0.9-cascading-centralised,grid,60,0.9,cascading,CENTRALISED,cspf,5,16924620327256511118,0.22773344902434867,0.3558722917562745,0.1824377303136876,0.22259023786180845,0.20716520193458468,728.4707324368717,9.709954283935518,56.14639334668408,0.0,0.0,True,172,0,0,46,0.98,3,False,224,0.6000000000000001,0.6955077781961421,,0.360359700047411,7,16579,1.0617551000032108
a11-mechanisms,grid-n60-load0.9-cascading-centralised,grid,60,0.9,cascading,CENTRALISED,orbit,5,16924620327256511118,0.20127529395054028,0.3435083832663527,0.15969226569660155,0.21470613982716202,0.1405588663662088,643.8367373513065,9.19226115708542,57.1468840744352,,,True,219,1,2,40,0.98,3,False,224,0.0,0.6430141702222713,,0.17259140001260675,5,17351,0.5937491000222508
a11-mechanisms,grid-n60-load0.9-cascading-centralised,grid,60,0.9,cascading,CENTRALISED,orbit-no-damping,5,16924620327256511118,0.20127529395054028,0.3435083832663527,0.15969226569660155,0.21470613982716202,0.1405588663662088,643.8367373513065,9.19226115708542,57.1468840744352,,,True,219,1,2,40,0.98,3,False,224,0.0,0.6430141702222713,,0.1952441000030376,5,17351,0.7049188000091817
